source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,Score_1w,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count,risk_cap_used,Score_1w_num,RR_num,conf_num
pred_BNK금융지주_138930.csv,BNK금융지주,138930,h1,16140.0,16070.0,16600.0,15880.0,2.79,185.0,12,BUY,0.592,1,2025-12-25T15:20:00+09:00,435.0,261.0,278.425,502.075,0.55,0.65,1.0,0.3,0.25,0.45,0.2,0.75,0.25,DA<MIN,|Bias|>r*MAE,DA<MIN,0,1.4518234509706136,42.85714285714285,40.47956789648827,219.07479395700065,43.0,,,,,,,,,,,0.2,185.0,2.79,0.592
