source_file,종목명,종목코드,last_close,매수가(entry),익절가(tp),손절가(sl),ord_qty,FinalScore,RR,side,confidence,holding_days,valid_until,권장호라이즌,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,buf_close,buf_high,buf_low,ATR,risk_cap_used,warn_bad_RR,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count
pred_대한항공_003490.csv,대한항공,003490,23000.0,22920.0,23510.0,22720.0,8,133,2.95,BUY,0.585,3,2025-12-29T15:20:00+09:00,h1,1.1597180688580755,40.47619047619048,-72.75707888048808,256.3744158245799,43.0,287.5,805.025,428.539,479.167,0.2,0,,,,,,,,,,
pred_한화생명_088350.csv,한화생명,088350,3395.0,3370.0,3500.0,3340.0,59,135,4.33,BUY,0.437,3,2025-12-29T15:20:00+09:00,h1,1.939220993706732,57.14285714285714,-48.063709853693446,60.97565970448557,43.0,60.976,146.284,56.35,93.917,0.2,0,,,,,,,,,,
