Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
HD현대인프라코어,042670,200.0,0,50,0,0,10,50,0,30,0,25,25,10,0
LG씨엔에스,064400,180.0,0,50,0,0,0,50,10,30,0,0,0,20,20
한일시멘트,300720,175.0,0,50,0,0,10,50,5,30,0,0,0,20,10
씨에스윈드,112610,175.0,0,50,0,0,0,50,10,30,0,15,15,5,0
TKG휴켐스,069260,175.0,0,50,0,0,0,50,5,30,0,0,0,25,15
세아베스틸지주,001430,170.0,0,50,0,0,0,50,0,50,0,0,0,10,10
DL이앤씨,375500,165.0,0,50,0,0,0,50,5,30,0,0,0,20,10
동서,026960,165.0,0,40,10,5,10,20,0,30,0,0,0,25,25
신세계,004170,160.0,0,40,0,0,0,50,10,10,0,0,0,25,25
오리온홀딩스,001800,155.0,0,50,0,0,10,50,5,20,0,0,0,15,5
이수스페셜티케미컬,457190,155.0,0,50,0,0,0,50,5,40,0,5,0,5,0
한진칼,180640,150.0,0,50,0,0,10,50,0,20,0,15,5,0,0
대웅제약,069620,150.0,0,50,10,0,0,50,0,20,0,15,5,0,0
고려아연,010130,150.0,0,50,0,0,0,50,0,10,0,5,0,20,15
포스코DX,022100,150.0,0,50,0,0,0,50,5,30,0,5,0,10,0
한화엔진,082740,145.0,0,50,0,5,0,50,10,10,0,5,5,10,0
제일기획,030000,145.0,0,40,0,0,0,50,5,20,0,20,10,0,0
두산로보틱스,454910,145.0,0,50,0,0,0,50,0,10,0,0,0,20,15
한국항공우주,047810,145.0,0,50,10,0,0,50,5,10,0,15,5,0,0
포스코퓨처엠,003670,140.0,0,50,0,0,0,50,20,0,0,0,0,15,5
현대글로비스,086280,140.0,0,50,0,0,0,50,20,0,0,15,5,0,0
대우건설,047040,140.0,0,50,0,0,0,50,5,30,0,0,0,5,0
LG이노텍,011070,140.0,0,50,0,0,0,50,0,0,0,0,0,20,20
삼성카드,029780,140.0,20,30,10,0,0,50,0,30,0,0,0,0,0
한전기술,052690,135.0,0,50,0,0,0,40,5,30,0,5,0,5,0
HMM,011200,135.0,0,40,0,0,0,50,5,0,0,25,15,0,0
현대모비스,012330,130.0,0,50,0,0,0,50,20,10,0,0,0,0,0
영원무역홀딩스,009970,130.0,0,50,0,0,0,50,5,20,0,5,0,0,0
현대건설,000720,130.0,0,40,0,0,0,50,10,20,0,0,0,5,5
HD한국조선해양,009540,130.0,0,40,0,0,0,50,0,0,0,25,15,0,0
한전KPS,051600,125.0,0,20,0,0,0,40,5,10,0,0,0,25,25
미원에스씨,268280,125.0,0,40,0,0,0,30,5,20,0,15,15,0,0
GS건설,006360,125.0,0,50,0,0,0,50,5,20,0,0,0,0,0
이마트,139480,125.0,10,20,10,0,0,50,5,10,0,15,5,0,0
두산밥캣,241560,125.0,0,40,0,0,0,40,5,10,0,5,5,15,5
SK바이오팜,326030,120.0,0,30,0,0,0,40,0,0,0,25,25,0,0
효성티앤씨,298020,120.0,0,30,10,0,0,40,0,30,0,5,0,5,0
롯데칠성,005300,120.0,0,40,0,0,0,50,0,30,0,0,0,0,0
KT&G,033780,115.0,30,10,0,5,0,40,0,0,0,20,10,0,0
DN오토모티브,007340,115.0,0,40,0,0,0,50,5,10,0,0,0,10,0
영풍,000670,115.0,0,40,0,0,0,50,0,10,0,5,0,10,0
금호석유화학,011780,115.0,0,50,0,0,0,40,5,0,0,0,0,10,10
한국카본,017960,115.0,0,50,0,5,0,10,0,0,0,0,0,25,25
KT,030200,110.0,0,20,0,0,10,50,0,30,0,0,0,0,0
삼성전기,009150,110.0,0,50,0,0,0,50,0,0,0,5,0,5,0
현대차,005380,110.0,0,30,0,0,0,50,10,20,0,0,0,0,0
GS리테일,007070,110.0,10,10,0,0,0,40,0,0,0,25,25,0,0
파라다이스,034230,110.0,0,30,0,0,0,50,0,0,0,0,0,20,10
녹십자,006280,110.0,0,30,10,0,0,40,0,30,0,0,0,0,0
에코프로머티,450080,105.0,0,40,0,0,0,30,0,30,0,5,0,0,0
HL만도,204320,105.0,0,20,0,0,0,50,15,20,0,0,0,0,0
강원랜드,035250,105.0,10,20,0,0,0,50,10,0,0,10,5,0,0
아세아,002030,105.0,40,0,0,0,0,20,5,40,0,0,0,0,0
현대위아,011210,105.0,0,30,0,0,0,50,5,0,0,15,5,0,0
기아,000270,105.0,0,40,0,0,0,50,0,10,0,5,0,0,0
현대오토에버,307950,105.0,0,40,0,0,0,50,5,10,0,0,0,0,0
삼성물산,028260,100.0,0,40,0,0,0,50,0,0,0,10,0,0,0
SK아이이테크놀로지,361610,100.0,0,40,0,0,10,10,0,30,0,0,0,10,0
에스엘,005850,100.0,0,20,0,0,0,50,0,10,0,15,5,0,0
영원무역,111770,100.0,10,10,0,0,0,50,0,0,0,15,15,0,0
미스토홀딩스,081660,100.0,30,10,0,0,0,50,0,0,0,10,0,0,0
코오롱인더,120110,100.0,0,40,0,0,0,40,0,0,0,0,0,10,10
대한유화,006650,95.0,0,40,10,0,0,20,0,0,0,10,10,5,0
녹십자홀딩스,005250,95.0,0,30,10,0,0,20,0,30,0,5,0,0,0
금호타이어,073240,95.0,20,10,0,0,0,50,0,0,0,10,0,5,0
HD현대중공업,329180,95.0,0,50,10,5,0,20,0,0,0,5,0,5,0
삼성중공업,010140,95.0,0,40,10,5,0,20,15,0,0,0,0,5,0
한국타이어앤테크놀로지,161390,95.0,0,0,0,0,0,40,5,0,0,25,25,0,0
미원상사,002840,95.0,0,40,0,0,0,50,5,0,0,0,0,0,0
GS,078930,95.0,30,0,0,0,0,10,5,20,0,20,10,0,0
한국앤컴퍼니,000240,95.0,40,0,0,0,0,20,0,20,0,10,5,0,0
롯데쇼핑,023530,95.0,0,20,10,0,0,30,0,20,0,10,0,5,0
이수페타시스,007660,90.0,0,30,0,0,0,40,5,10,0,5,0,0,0
삼성에스디에스,018260,90.0,0,20,0,0,0,40,0,0,0,20,10,0,0
SK,034730,90.0,0,20,10,0,0,10,0,0,0,25,25,0,0
삼성전자,005930,90.0,0,40,0,0,0,50,0,0,0,0,0,0,0
LG전자,066570,90.0,0,20,0,0,0,50,0,10,0,10,0,0,0
현대엘리베이터,017800,90.0,0,30,0,0,0,50,0,0,0,0,0,5,5
에스원,012750,90.0,0,20,0,0,0,30,0,30,0,10,0,0,0
엘앤에프,066970,90.0,0,40,0,0,0,20,10,10,0,0,0,10,0
코스모화학,005420,85.0,0,40,0,5,0,0,10,30,0,0,0,0,0
