Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
에스엘,005850,210.0,0,50,0,0,0,50,5,20,0,25,25,20,15
HL만도,204320,185.0,0,50,0,0,0,50,0,40,0,0,0,25,20
현대위아,011210,185.0,0,50,10,5,0,50,5,10,0,5,0,25,25
삼성전기,009150,180.0,0,50,10,5,0,50,20,0,0,0,0,25,20
에이피알,278470,175.0,0,50,10,5,0,50,0,30,0,10,0,10,10
삼성물산,028260,175.0,0,40,10,0,0,50,15,10,0,15,15,15,5
우리금융지주,316140,165.0,20,40,0,5,0,50,0,0,0,0,0,25,25
고려아연,010130,165.0,10,40,10,0,0,50,10,0,0,0,0,25,20
TKG휴켐스,069260,165.0,0,50,10,0,0,50,0,0,0,10,0,25,20
KB금융,105560,155.0,20,30,0,5,0,50,0,0,0,0,0,25,25
한전KPS,051600,155.0,0,40,10,0,0,50,0,0,0,10,0,25,20
금호타이어,073240,150.0,0,40,0,0,0,50,0,0,0,10,0,25,25
한국앤컴퍼니,000240,150.0,0,40,10,0,0,50,0,0,0,0,0,25,25
현대해상,001450,150.0,10,40,10,5,0,50,0,0,0,5,0,20,10
GS건설,006360,150.0,0,40,0,5,0,50,0,0,0,10,0,25,20
DN오토모티브,007340,150.0,0,50,10,5,0,50,0,0,0,20,15,0,0
신한지주,055550,150.0,10,40,0,0,0,50,0,0,0,0,0,25,25
영풍,000670,150.0,0,40,0,0,0,50,10,0,0,0,0,25,25
iM금융지주,139130,145.0,10,40,0,0,0,50,0,0,0,0,0,25,20
삼양식품,003230,145.0,0,30,0,0,0,50,0,10,0,5,0,25,25
SK바이오팜,326030,140.0,0,40,0,0,0,50,15,0,0,15,15,5,0
CJ,001040,140.0,0,20,0,0,0,50,10,10,0,0,0,25,25
삼성카드,029780,140.0,0,40,0,0,0,50,0,0,0,0,0,25,25
오리온,271560,140.0,20,20,10,5,0,50,0,30,0,0,0,5,0
제일기획,030000,135.0,0,50,0,0,0,50,0,0,0,0,0,20,15
SK텔레콤,017670,135.0,0,40,0,10,0,50,0,30,0,5,0,0,0
하나금융지주,086790,135.0,10,30,0,0,0,50,0,0,0,0,0,25,20
대웅제약,069620,135.0,10,30,0,0,0,50,0,0,0,20,20,5,0
세아베스틸지주,001430,135.0,10,40,10,5,0,20,0,0,0,0,0,25,25
현대엘리베이터,017800,130.0,0,40,0,0,10,30,0,0,0,0,0,25,25
동서,026960,130.0,20,10,0,0,0,50,0,20,0,0,0,15,15
한국항공우주,047810,130.0,0,30,0,0,0,50,0,0,0,0,0,25,25
더블유게임즈,192080,130.0,0,30,0,0,0,50,0,0,0,0,0,25,25
세방전지,004490,125.0,0,50,10,5,0,20,15,0,0,15,5,5,0
종근당,185750,125.0,20,20,10,0,0,50,0,0,0,15,5,5,0
SK케미칼,285130,125.0,40,10,0,0,0,50,0,0,0,10,10,5,0
현대모비스,012330,125.0,0,40,10,5,0,50,0,0,0,15,5,0,0
삼성화재,000810,125.0,20,40,0,5,0,50,0,0,0,0,0,10,0
한솔케미칼,014680,125.0,0,40,10,5,0,50,0,0,0,0,0,15,5
영원무역홀딩스,009970,125.0,0,40,0,0,0,50,0,0,0,5,0,20,10
JB금융지주,175330,120.0,0,30,10,0,0,50,0,0,0,0,0,20,10
BNK금융지주,138930,120.0,20,40,0,0,0,50,0,0,0,0,0,10,0
삼성증권,016360,120.0,0,20,0,0,0,50,0,0,0,0,0,25,25
아모레퍼시픽홀딩스,002790,120.0,0,20,0,0,0,50,0,10,0,0,0,20,20
한국전력,015760,120.0,0,40,10,0,0,50,0,0,0,0,0,15,5
녹십자,006280,120.0,20,30,10,5,0,50,0,0,0,5,0,0,0
강원랜드,035250,115.0,0,50,0,0,0,50,5,0,0,0,0,10,0
SK,034730,115.0,20,10,0,5,0,50,0,0,0,10,0,10,10
포스코인터내셔널,047050,115.0,10,40,0,5,0,10,0,0,0,0,0,25,25
기업은행,024110,115.0,20,40,0,0,0,50,0,0,0,0,0,5,0
미원에스씨,268280,115.0,10,10,10,0,0,30,0,50,0,0,0,5,0
태광산업,003240,115.0,0,40,0,0,0,40,0,30,0,5,0,0,0
농심,004370,115.0,10,0,0,0,0,50,0,0,0,25,25,5,0
영원무역,111770,115.0,0,40,0,0,0,50,15,0,0,0,0,10,0
S-Oil,010950,110.0,30,0,0,0,0,50,0,0,0,20,10,0,0
KT,030200,110.0,0,50,0,0,0,50,0,0,0,0,0,10,0
코웨이,021240,110.0,0,30,10,0,0,40,0,0,0,0,0,20,10
미스토홀딩스,081660,110.0,0,50,0,0,0,50,0,0,0,0,0,5,5
에스원,012750,110.0,0,40,0,5,0,50,0,0,0,0,0,10,5
금호석유화학,011780,110.0,20,20,0,5,0,50,0,0,0,5,0,5,5
삼성바이오로직스,207940,110.0,50,0,0,0,0,10,0,50,0,0,0,0,0
현대차,005380,110.0,30,10,0,0,0,40,0,0,0,0,0,20,10
대웅,003090,110.0,20,30,0,5,0,50,0,0,0,0,0,5,0
롯데케미칼,011170,110.0,50,0,0,0,0,50,10,0,0,0,0,0,0
유한양행,000100,110.0,10,30,10,5,0,40,0,0,0,5,0,10,0
효성티앤씨,298020,105.0,0,30,0,0,0,50,0,0,0,10,0,10,5
한국타이어앤테크놀로지,161390,105.0,10,40,0,0,0,50,0,0,0,5,0,0,0
삼성전자,005930,105.0,0,40,0,5,0,30,0,0,0,10,0,15,5
대한유화,006650,105.0,20,30,0,0,0,50,0,0,0,5,0,0,0
지역난방공사,071320,100.0,10,40,0,0,0,50,0,0,0,0,0,0,0
한샘,009240,100.0,10,30,0,5,0,40,0,10,0,0,0,5,0
GS리테일,007070,100.0,0,10,0,0,0,50,0,0,0,20,20,0,0
엔씨소프트,036570,100.0,10,30,0,0,0,0,0,30,0,15,5,10,0
한진칼,180640,100.0,0,50,10,10,0,20,5,0,0,0,0,5,0
한미약품,128940,100.0,20,20,0,0,0,50,0,0,0,0,0,10,0
NH투자증권,005940,100.0,20,20,0,0,0,50,0,0,0,0,0,10,0
덴티움,145720,100.0,20,30,0,0,0,0,0,30,0,0,0,15,5
미원상사,002840,95.0,0,50,10,0,0,30,0,0,0,0,0,5,0
HD현대인프라코어,042670,95.0,0,50,10,5,0,10,5,10,0,0,0,5,0
롯데지주,004990,95.0,50,0,0,0,0,20,5,20,0,0,0,0,0
SK하이닉스,000660,95.0,20,10,0,0,0,20,0,0,0,0,0,25,20
KT&G,033780,95.0,0,20,0,0,0,50,15,0,0,5,0,5,0
포스코퓨처엠,003670,95.0,20,30,0,0,0,0,0,0,0,0,0,25,20
SK스퀘어,402340,95.0,10,40,0,0,0,40,0,0,0,5,0,0,0
