Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
영풍,000670,180.0,0,50,0,0,0,50,0,30,0,0,0,25,25
삼성전자,005930,160.0,0,40,0,0,0,50,5,10,0,25,25,5,0
LG디스플레이,034220,150.0,0,50,0,0,0,50,0,0,0,25,25,0,0
에이피알,278470,150.0,0,50,10,0,0,50,15,0,0,5,0,15,5
한화시스템,272210,150.0,0,40,0,0,0,40,0,0,0,15,15,20,20
삼성물산,028260,150.0,30,20,0,0,0,50,0,0,0,25,25,0,0
NAVER,035420,140.0,0,40,0,0,0,50,10,30,0,0,0,10,0
미래에셋증권,006800,140.0,0,40,0,0,0,50,10,0,0,0,0,25,15
HD현대,267250,135.0,10,30,0,0,0,40,5,10,0,25,15,0,0
한솔케미칼,014680,130.0,0,40,0,0,0,50,0,0,0,0,0,20,20
롯데케미칼,011170,130.0,0,40,10,0,0,30,5,20,0,15,5,5,0
한화에어로스페이스,012450,125.0,0,40,0,0,0,50,0,0,0,20,15,0,0
현대제철,004020,120.0,50,0,0,0,0,20,0,0,0,25,25,0,0
SK스퀘어,402340,120.0,10,20,10,0,0,50,0,10,0,0,0,15,5
한미반도체,042700,115.0,0,30,0,0,0,50,10,20,0,0,0,5,0
삼성전기,009150,115.0,10,10,0,0,0,40,5,0,0,25,25,0,0
금호석유화학,011780,115.0,10,30,10,0,0,0,15,0,0,25,25,0,0
LG유플러스,032640,115.0,0,50,0,0,0,10,5,0,0,25,25,0,0
KCC,002380,115.0,40,30,0,0,0,0,5,30,0,5,5,0,0
S-Oil,010950,110.0,0,50,0,0,10,0,5,30,0,10,0,5,0
HD현대마린솔루션,443060,110.0,0,50,10,5,0,10,5,20,0,5,0,5,0
효성중공업,298040,105.0,10,20,10,0,0,50,0,0,0,5,0,10,0
삼성에스디에스,018260,100.0,0,40,0,0,0,40,5,10,0,0,0,5,0
SK하이닉스,000660,100.0,0,30,10,0,0,50,5,0,0,0,0,5,0
아모레퍼시픽홀딩스,002790,100.0,10,20,10,0,0,0,10,0,0,25,25,0,0
코오롱인더,120110,100.0,40,10,0,0,0,0,0,0,0,25,25,0,0
세방전지,004490,100.0,0,40,0,0,0,0,10,30,0,0,0,10,10
GS리테일,007070,95.0,0,30,10,5,0,10,0,30,0,10,0,0,0
DL,000210,95.0,30,20,10,0,0,0,5,0,0,20,10,0,0
삼성E&A,028050,95.0,30,10,0,0,0,0,5,0,0,25,25,0,0
키움증권,039490,90.0,40,0,0,0,0,50,0,0,0,0,0,0,0
한국카본,017960,90.0,0,50,0,5,0,0,0,0,0,0,0,20,15
BNK금융지주,138930,90.0,30,10,0,0,0,0,0,0,0,0,0,25,25
HD현대일렉트릭,267260,90.0,0,30,10,0,0,50,0,0,0,0,0,0,0
지역난방공사,071320,90.0,20,10,0,0,0,30,10,0,0,0,0,10,10
HD현대미포,010620,85.0,0,40,10,5,0,0,5,0,0,5,0,15,5
두산밥캣,241560,85.0,0,30,0,0,0,0,5,0,0,25,25,0,0
엔씨소프트,036570,85.0,50,0,0,0,0,30,0,0,0,5,0,0,0
롯데칠성,005300,85.0,50,0,0,0,0,0,5,10,0,15,5,0,0
한국금융지주,071050,85.0,40,10,0,0,0,30,0,0,0,5,0,0,0
현대모비스,012330,80.0,40,10,0,0,0,0,0,0,0,20,10,0,0
덴티움,145720,80.0,50,0,0,0,0,0,0,0,0,0,0,20,10
HDC,012630,80.0,50,0,0,0,0,0,0,0,0,20,10,0,0
동서,026960,80.0,40,0,0,0,0,0,5,0,0,0,0,20,15
롯데정밀화학,004000,80.0,50,0,0,0,0,20,0,0,0,10,0,0,0
SKC,011790,80.0,10,20,10,5,0,30,0,0,0,5,0,0,0
CJ,001040,80.0,50,0,0,0,0,30,0,0,0,0,0,0,0
한미약품,128940,80.0,20,10,0,0,0,50,0,0,0,0,0,0,0
신세계,004170,80.0,40,0,0,0,0,30,0,0,0,10,0,0,0
신한지주,055550,80.0,0,50,0,0,0,20,0,0,0,0,0,10,0
HD한국조선해양,009540,80.0,0,40,0,5,0,0,5,0,0,20,10,0,0
한올바이오파마,009420,80.0,0,30,10,5,0,20,5,0,0,5,0,5,0
한국항공우주,047810,80.0,0,20,0,0,0,40,0,0,0,15,5,0,0
포스코퓨처엠,003670,80.0,0,40,0,0,0,10,0,0,0,0,0,20,10
현대엘리베이터,017800,75.0,10,10,10,5,0,0,0,30,0,0,0,5,5
대웅제약,069620,75.0,30,0,0,0,0,0,5,10,0,20,10,0,0
