Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
신세계,004170,200.0,0,10,0,0,0,10,0,10,0,5,5,0,0
삼성물산,028260,195.0,0,10,0,0,0,10,5,0,0,5,5,0,0
삼성전자,005930,190.0,0,10,0,0,0,10,5,0,0,5,5,0,0
SK,034730,180.0,0,10,0,0,0,10,5,0,0,5,5,0,0
LG디스플레이,034220,170.0,0,10,0,0,0,10,0,0,0,5,5,0,0
한솔케미칼,014680,165.0,0,10,0,0,0,10,0,0,0,0,0,0,0
현대백화점,069960,160.0,0,10,0,0,0,10,0,10,0,0,0,5,0
에스원,012750,155.0,0,10,10,0,0,10,0,10,0,5,5,0,0
영원무역홀딩스,009970,155.0,0,10,0,0,0,10,0,0,0,5,5,0,0
풍산,103140,150.0,0,10,0,0,0,0,0,0,0,0,0,0,0
한화,000880,150.0,0,10,0,0,0,10,0,0,0,0,0,0,0
한화시스템,272210,150.0,0,10,0,0,0,10,0,10,0,0,0,0,0
한미약품,128940,150.0,0,10,0,0,0,10,0,10,0,0,0,5,0
엔씨소프트,036570,150.0,0,10,0,0,0,10,5,0,0,0,0,0,0
현대제철,004020,145.0,0,10,0,0,0,10,0,0,0,5,5,0,0
HD현대인프라코어,042670,145.0,0,10,0,0,0,10,0,10,0,5,0,5,5
한국항공우주,047810,145.0,0,10,0,0,0,10,0,10,0,0,0,5,0
SK하이닉스,000660,145.0,0,10,0,0,0,10,5,0,0,0,0,0,0
호텔신라,008770,145.0,0,10,0,0,0,10,0,10,0,5,5,5,0
한화비전,489790,140.0,0,0,0,0,0,10,5,0,0,5,5,0,0
한미반도체,042700,135.0,0,10,0,0,0,0,5,0,0,0,0,0,0
SK스퀘어,402340,135.0,0,10,0,0,0,10,5,0,0,0,0,5,0
삼성에스디에스,018260,135.0,0,0,0,0,0,10,0,0,0,5,5,0,0
OCI,456040,135.0,0,10,0,0,0,0,5,0,0,5,5,0,0
영풍,000670,135.0,0,0,0,0,0,10,0,0,0,0,0,0,0
롯데정밀화학,004000,135.0,0,10,0,0,0,10,0,10,0,5,0,0,0
현대로템,064350,135.0,0,10,0,0,0,10,0,10,0,0,0,5,5
삼성전기,009150,135.0,0,10,0,0,0,10,0,0,0,5,0,0,0
롯데지주,004990,130.0,0,10,0,0,0,10,0,0,0,0,0,0,0
키움증권,039490,130.0,0,10,0,0,0,10,0,0,0,0,0,0,0
종근당,185750,130.0,0,10,0,0,0,0,0,10,0,5,5,0,0
LS,006260,130.0,0,10,0,0,0,10,0,0,0,0,0,0,0
오뚜기,007310,125.0,0,0,0,0,0,10,0,0,0,0,0,0,0
고려아연,010130,125.0,0,0,0,0,0,10,0,0,0,0,0,0,0
한국금융지주,071050,120.0,0,10,0,0,0,10,0,0,0,0,0,0,0
롯데쇼핑,023530,120.0,0,10,0,0,0,10,5,0,0,5,0,0,0
HD현대,267250,120.0,0,10,0,0,0,10,0,0,0,5,0,0,0
LG전자,066570,120.0,0,10,0,0,0,0,0,10,0,0,0,0,0
KCC,002380,115.0,0,10,0,0,0,10,0,0,0,0,0,0,0
영원무역,111770,115.0,0,10,0,0,0,10,0,0,0,5,5,0,0
농심,004370,115.0,0,0,0,0,0,10,0,0,0,0,0,0,0
후성,093370,110.0,0,10,0,0,0,0,0,0,0,0,0,0,0
삼성증권,016360,110.0,0,10,0,0,0,10,0,0,0,0,0,0,0
한화생명,088350,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0
넷마블,251270,110.0,0,10,0,0,0,10,0,10,0,0,0,0,0
CJ,001040,110.0,0,10,0,0,0,10,0,0,0,0,0,0,0
현대해상,001450,110.0,0,10,0,0,0,0,5,0,0,0,0,5,0
SK바이오팜,326030,110.0,0,10,0,0,0,10,5,0,0,5,0,0,0
오리온홀딩스,001800,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0
한진칼,180640,105.0,0,0,0,0,0,0,0,10,0,0,0,0,0
HD현대일렉트릭,267260,105.0,0,0,0,0,0,10,0,0,0,0,0,0,0
한화에어로스페이스,012450,105.0,0,10,0,0,0,10,5,0,0,0,0,0,0
녹십자홀딩스,005250,105.0,0,10,0,0,10,10,0,10,0,5,0,0,0
동원산업,006040,105.0,0,0,0,0,0,10,0,0,0,5,5,0,0
하나금융지주,086790,105.0,0,10,0,0,0,10,0,0,0,0,0,0,0
미래에셋증권,006800,100.0,0,0,0,0,0,10,0,0,0,0,0,0,0
SK케미칼,285130,100.0,0,10,0,0,0,0,5,0,0,0,0,0,0
LG이노텍,011070,100.0,0,10,0,0,0,10,0,0,0,0,0,0,0
대상,001680,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0
대웅,003090,95.0,0,0,0,0,0,10,0,0,0,0,0,0,0
대한유화,006650,95.0,10,0,0,0,0,10,0,0,0,0,0,0,0
KT&G,033780,95.0,0,10,0,0,0,0,0,0,0,0,0,5,5
우리금융지주,316140,95.0,0,10,0,0,0,0,5,0,0,0,0,0,0
BNK금융지주,138930,90.0,10,0,0,0,0,0,5,0,0,0,0,5,5
기아,000270,90.0,10,0,0,0,0,0,5,0,0,0,0,0,0
두산,000150,90.0,10,0,0,0,0,0,0,0,0,0,0,0,0
신한지주,055550,90.0,0,10,0,0,0,0,5,0,0,0,0,0,0
삼양식품,003230,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0
코스맥스,192820,90.0,0,10,0,0,0,10,5,0,0,0,0,5,0
TKG휴켐스,069260,90.0,0,10,0,0,0,0,5,0,0,0,0,0,0
GKL,114090,90.0,0,10,0,0,0,0,0,10,0,5,0,0,0
NH투자증권,005940,90.0,0,10,0,0,0,0,0,0,0,0,0,0,0
삼성카드,029780,85.0,0,0,0,0,0,0,0,10,0,0,0,0,0
엘앤에프,066970,85.0,0,10,0,0,0,0,5,0,0,0,0,0,0
카카오,035720,85.0,0,10,0,0,0,0,5,0,0,0,0,5,0
삼성생명,032830,85.0,10,0,0,0,0,10,0,0,0,5,0,0,0
HDC,012630,85.0,10,0,0,0,0,0,0,10,0,5,0,0,0
제일기획,030000,85.0,0,10,0,0,0,0,5,0,0,0,0,0,0
지역난방공사,071320,85.0,0,10,0,0,0,10,5,0,0,0,0,5,0
동원시스템즈,014820,85.0,10,0,0,0,0,0,0,10,0,0,0,0,0
효성중공업,298040,85.0,0,0,0,0,0,10,0,0,0,5,0,0,0
코웨이,021240,85.0,0,10,0,5,0,0,5,0,0,0,0,5,0
팬오션,028670,80.0,0,0,0,0,0,0,0,0,0,0,0,5,5
한미사이언스,008930,80.0,0,10,0,0,0,0,0,10,0,0,0,0,0
SKC,011790,80.0,0,10,0,0,10,0,0,0,0,0,0,0,0
HD현대마린솔루션,443060,80.0,10,0,0,0,0,10,0,0,0,0,0,0,0
LS ELECTRIC,010120,80.0,10,0,0,0,0,0,0,0,0,0,0,0,0
LG에너지솔루션,373220,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0
세방전지,004490,80.0,0,10,0,0,0,0,5,0,0,0,0,0,0
HL만도,204320,80.0,0,10,10,0,0,0,0,0,0,5,0,0,0
에코프로머티,450080,80.0,0,10,0,0,0,0,0,0,0,0,0,0,0
GS,078930,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK바이오사이언스,302440,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대글로비스,086280,75.0,10,0,0,0,0,0,0,10,0,0,0,0,0
두산로보틱스,454910,75.0,0,10,0,0,0,10,5,0,0,0,0,0,0
아모레퍼시픽,090430,75.0,0,10,0,0,0,0,0,0,0,0,0,5,0
에스디바이오센서,137310,75.0,0,10,0,0,10,0,0,10,0,0,0,5,0
한샘,009240,75.0,0,10,0,0,0,10,0,0,0,0,0,0,0
태광산업,003240,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ대한통운,000120,75.0,0,10,0,0,0,0,0,0,0,0,0,0,0
두산밥캣,241560,70.0,0,10,0,0,0,0,5,0,0,0,0,0,0
한화솔루션,009830,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
동서,026960,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAVER,035420,70.0,0,0,0,0,0,0,0,10,0,0,0,0,0
HD현대미포,010620,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
포스코인터내셔널,047050,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대모비스,012330,70.0,10,0,0,0,0,0,0,0,0,5,5,0,0
LG유플러스,032640,70.0,0,10,0,0,0,0,0,0,0,5,5,0,0
코스모화학,005420,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGF리테일,282330,70.0,0,10,0,0,0,0,0,0,0,5,5,0,0
LG화학,051910,70.0,0,10,0,0,0,0,5,0,0,0,0,0,0
SK아이이테크놀로지,361610,70.0,0,10,0,0,0,0,0,0,0,0,0,0,0
HD한국조선해양,009540,70.0,0,0,0,0,0,10,0,0,0,0,0,0,0
하나투어,039130,65.0,0,0,0,0,0,0,0,10,0,0,0,0,0
세아베스틸지주,001430,65.0,10,0,0,0,0,0,0,0,0,0,0,0,0
코오롱인더,120110,65.0,0,0,0,0,0,10,0,0,0,5,0,0,0
이수스페셜티케미컬,457190,65.0,0,10,0,0,0,0,0,0,0,0,0,0,0
율촌화학,008730,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원랜드,035250,65.0,0,10,0,0,0,0,5,0,0,0,0,0,0
현대엘리베이터,017800,65.0,0,10,0,0,0,0,0,0,0,5,5,0,0
아모레퍼시픽홀딩스,002790,65.0,0,0,0,0,0,0,0,0,0,5,5,0,0
iM금융지주,139130,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0
포스코퓨처엠,003670,65.0,0,10,0,0,0,0,0,10,0,0,0,5,0
DB손해보험,005830,65.0,10,0,0,0,0,0,5,0,0,0,0,0,0
KB금융,105560,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCI홀딩스,010060,65.0,0,10,0,0,0,10,0,0,0,5,0,0,0
씨에스윈드,112610,65.0,0,0,0,0,0,0,0,0,0,5,5,0,0
한올바이오파마,009420,65.0,0,0,0,0,0,10,0,0,0,0,0,0,0
LIG넥스원,079550,65.0,0,10,0,0,0,0,0,0,0,0,0,0,0
카카오페이,377300,60.0,0,10,0,0,0,0,0,0,0,0,0,0,0
F&F,383220,60.0,0,0,0,0,0,0,0,0,0,5,0,0,0
JB금융지주,175330,60.0,0,0,0,0,0,0,0,10,0,0,0,0,0
에스엘,005850,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
한국앤컴퍼니,000240,60.0,10,0,0,0,0,0,0,0,0,0,0,0,0
SK텔레콤,017670,60.0,0,10,0,0,0,0,0,0,0,5,0,0,0
삼성중공업,010140,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
미원상사,002840,60.0,0,10,0,0,0,0,0,0,0,0,0,0,0
롯데웰푸드,280360,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
한국가스공사,036460,55.0,10,0,0,0,0,0,5,0,0,0,0,0,0
한국콜마,161890,55.0,0,10,0,0,0,0,0,0,0,0,0,5,0
삼성SDI,006400,55.0,0,0,0,0,0,0,5,0,0,0,0,0,0
기업은행,024110,55.0,0,0,0,0,0,0,5,0,0,0,0,0,0
한일시멘트,300720,55.0,10,0,0,0,0,0,0,0,0,0,0,0,0
하이트진로,000080,55.0,0,0,0,0,0,0,5,0,0,0,0,0,0
덴티움,145720,55.0,0,0,0,5,0,0,0,0,0,5,0,0,0
한국카본,017960,55.0,0,0,0,0,0,10,0,0,0,0,0,0,0
세아제강지주,003030,55.0,10,0,0,0,0,0,0,0,0,0,0,0,0
대웅제약,069620,50.0,0,0,0,5,0,0,0,0,0,0,0,0,0
롯데칠성,005300,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
금호석유화학,011780,50.0,0,0,0,0,0,0,5,0,0,0,0,0,0
삼성E&A,028050,50.0,0,0,0,0,0,0,0,0,0,5,5,0,0
포스코DX,022100,50.0,0,0,0,0,0,0,0,0,0,5,0,0,0
크래프톤,259960,50.0,10,0,0,0,0,0,0,0,0,0,0,0,0
한국전력,015760,50.0,10,0,0,0,0,0,0,0,0,0,0,0,0
이마트,139480,45.0,0,10,0,0,0,0,0,0,0,0,0,0,0
에이피알,278470,45.0,0,10,0,5,0,0,0,0,0,0,0,0,0
녹십자,006280,45.0,0,10,0,5,0,0,0,10,0,0,0,0,0
HS효성첨단소재,298050,45.0,0,0,0,0,0,0,0,0,0,0,0,5,5
더블유게임즈,192080,45.0,0,0,0,0,0,0,0,0,0,5,0,0,0
유한양행,000100,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대위아,011210,40.0,10,0,0,0,0,0,0,0,0,0,0,0,0
GS건설,006360,40.0,0,0,0,0,0,0,5,0,0,0,0,0,0
CJ제일제당,097950,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0
S-Oil,010950,40.0,10,0,0,0,0,0,0,0,0,0,0,0,0
효성티앤씨,298020,40.0,0,0,0,0,0,0,5,0,0,0,0,0,0
한화오션,042660,40.0,0,0,0,0,0,0,0,0,0,0,0,5,0
KT,030200,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대차,005380,35.0,0,0,0,0,0,0,5,0,0,0,0,0,0
KG모빌리티,003620,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0
대한전선,001440,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0
한전KPS,051600,35.0,10,0,0,0,0,0,0,0,0,0,0,0,0
POSCO홀딩스,005490,35.0,0,0,0,0,0,0,0,0,0,5,0,0,0
카카오뱅크,323410,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0
금호타이어,073240,35.0,0,0,0,0,0,0,0,0,0,0,0,5,0
GS리테일,007070,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
미원에스씨,268280,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMM,011200,30.0,10,0,0,0,0,0,0,0,0,0,0,0,0
메리츠금융지주,138040,30.0,10,0,0,0,0,0,0,0,0,0,0,0,0
HD현대중공업,329180,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN오토모티브,007340,30.0,10,0,0,0,0,0,0,0,0,0,0,0,0
한전기술,052690,30.0,10,0,0,0,0,0,0,0,0,0,0,0,0
한국타이어앤테크놀로지,161390,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데케미칼,011170,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
대한항공,003490,25.0,10,0,0,0,0,0,5,0,0,0,0,0,0
DL,000210,25.0,10,0,0,0,0,0,0,0,0,0,0,0,0
DL이앤씨,375500,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0
LG생활건강,051900,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0
미스토홀딩스,081660,25.0,0,10,0,0,0,0,0,0,0,0,0,0,0
하이브,352820,25.0,0,0,0,0,0,0,5,0,0,5,0,0,0
SK이노베이션,096770,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대건설,000720,25.0,0,0,0,0,0,0,5,0,0,0,0,0,0
두산에너빌리티,034020,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0
대우건설,047040,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0
오리온,271560,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성화재,000810,20.0,10,0,0,0,0,0,0,0,0,0,0,0,0
LG,003550,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCC스틸,002710,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성바이오로직스,207940,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
셀트리온,068270,10.0,0,0,10,0,0,0,0,0,0,0,0,0,0
한온시스템,018880,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
