Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
삼성에스디에스,018260,190.0,0,10,0,0,10,10,0,10,0,0,0,5,5
SK,034730,190.0,0,10,0,0,0,10,0,0,0,5,5,0,0
삼성물산,028260,185.0,0,10,0,0,0,10,0,10,0,5,5,5,0
SK하이닉스,000660,180.0,0,10,0,0,0,10,0,10,0,5,5,0,0
현대제철,004020,180.0,0,10,0,0,0,10,5,0,0,5,5,0,0
CJ,001040,175.0,0,10,0,0,0,10,0,0,0,5,5,0,0
삼성전기,009150,170.0,0,10,0,0,0,10,0,10,0,5,5,0,0
롯데정밀화학,004000,170.0,0,10,0,0,0,10,0,0,0,0,0,5,5
SK스퀘어,402340,165.0,0,10,0,0,0,10,0,10,0,0,0,5,5
미래에셋증권,006800,160.0,0,10,0,0,0,10,0,10,0,0,0,0,0
F&F,383220,155.0,0,10,0,0,0,10,5,0,0,0,0,5,5
영풍,000670,155.0,0,10,0,0,0,0,0,10,0,0,0,5,5
롯데지주,004990,155.0,0,10,0,0,0,10,5,0,0,0,0,5,5
고려아연,010130,150.0,0,10,0,0,0,10,0,10,0,0,0,5,5
SK바이오팜,326030,150.0,0,10,0,0,0,10,0,0,0,0,0,5,5
키움증권,039490,150.0,0,10,0,0,0,10,0,10,0,0,0,0,0
BNK금융지주,138930,150.0,0,10,0,0,0,10,5,0,0,0,0,5,5
LS,006260,150.0,0,10,0,0,0,10,0,0,0,0,0,5,5
현대글로비스,086280,150.0,0,10,0,0,0,10,5,0,0,5,5,0,0
LG화학,051910,145.0,0,10,0,0,0,0,0,0,0,0,0,0,0
현대백화점,069960,145.0,0,10,0,0,0,10,5,0,0,0,0,5,0
KCC,002380,145.0,0,10,0,0,0,10,5,0,0,0,0,0,0
HMM,011200,140.0,0,10,0,0,0,10,0,0,0,0,0,5,5
삼양식품,003230,140.0,0,10,0,0,0,10,0,0,0,0,0,5,5
한화비전,489790,140.0,0,10,0,0,0,0,0,10,0,0,0,0,0
삼성증권,016360,135.0,0,10,0,0,0,10,0,10,0,0,0,0,0
넷마블,251270,135.0,0,10,0,0,0,0,0,0,0,0,0,0,0
한화,000880,135.0,0,0,0,0,0,0,0,10,0,5,5,0,0
HD현대,267250,135.0,0,10,0,0,0,10,0,0,0,0,0,0,0
현대로템,064350,135.0,0,10,0,0,0,10,0,0,0,5,0,0,0
HD현대일렉트릭,267260,135.0,0,10,0,0,0,10,0,10,0,5,0,0,0
NAVER,035420,135.0,0,10,0,0,10,0,5,0,0,0,0,5,5
두산,000150,135.0,0,10,0,0,0,10,0,0,0,0,0,5,5
HD현대마린솔루션,443060,135.0,0,0,0,0,0,10,0,0,0,0,0,0,0
유한양행,000100,135.0,0,10,0,0,0,0,0,0,0,0,0,5,5
한국금융지주,071050,135.0,0,10,0,0,0,10,0,10,0,0,0,0,0
HD현대인프라코어,042670,130.0,0,10,0,0,0,0,0,0,0,5,0,5,5
LG전자,066570,130.0,0,10,0,0,10,0,5,0,0,5,5,0,0
삼성생명,032830,130.0,0,10,0,0,0,10,0,0,0,0,0,0,0
대한유화,006650,130.0,0,0,0,0,0,10,0,0,0,0,0,0,0
JB금융지주,175330,130.0,0,10,0,0,0,10,5,0,0,0,0,0,0
