Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
LG이노텍,011070,185.0,0,50,0,0,0,50,15,10,0,10,0,25,25
대한전선,001440,165.0,0,50,0,0,0,50,0,50,0,0,0,10,5
롯데웰푸드,280360,155.0,0,40,0,0,10,10,5,30,0,10,0,25,25
한미약품,128940,155.0,0,40,0,0,0,40,5,40,0,0,0,20,10
SK하이닉스,000660,145.0,0,50,0,0,0,50,15,0,0,0,0,20,10
SK바이오팜,326030,145.0,0,50,0,0,0,30,5,40,0,0,0,10,10
한올바이오파마,009420,145.0,0,50,0,0,0,40,0,50,0,0,0,5,0
HD현대일렉트릭,267260,140.0,0,30,0,0,0,50,10,30,0,0,0,15,5
효성중공업,298040,140.0,0,50,0,0,0,50,10,30,0,0,0,0,0
SK이노베이션,096770,140.0,40,0,0,0,0,50,0,0,0,25,25,0,0
하나금융지주,086790,135.0,10,30,10,5,0,0,20,10,0,0,0,25,25
한온시스템,018880,130.0,0,40,0,0,0,50,5,30,0,5,0,0,0
삼성화재,000810,130.0,20,30,10,5,0,0,5,10,0,25,25,0,0
현대백화점,069960,130.0,10,40,10,5,0,10,5,10,0,15,15,10,0
HD현대,267250,125.0,0,40,0,0,0,50,5,0,0,0,0,20,10
두산로보틱스,454910,125.0,0,40,0,0,0,50,0,30,0,0,0,5,0
LS,006260,125.0,0,20,0,0,0,50,5,30,0,5,5,10,0
하이브,352820,125.0,0,30,0,0,0,50,5,10,0,15,15,0,0
SK케미칼,285130,120.0,0,40,0,0,0,40,10,10,0,0,0,15,5
LG화학,051910,120.0,20,0,0,0,0,50,0,0,0,25,25,0,0
영풍,000670,115.0,0,50,0,0,0,10,0,0,0,5,0,25,25
영원무역홀딩스,009970,115.0,10,20,10,5,0,20,15,20,0,10,0,5,0
LS ELECTRIC,010120,115.0,0,50,0,0,0,50,5,0,0,0,0,5,5
GS리테일,007070,115.0,0,30,0,0,0,10,5,10,0,10,0,25,25
SK바이오사이언스,302440,115.0,0,40,0,0,0,40,5,30,0,0,0,0,0
SKC,011790,110.0,0,40,0,0,0,40,0,30,0,0,0,0,0
포스코DX,022100,110.0,0,20,0,0,0,50,5,30,0,5,0,0,0
SK스퀘어,402340,110.0,0,20,0,0,0,40,10,0,0,25,15,0,0
현대차,005380,110.0,0,40,0,0,0,50,0,20,0,0,0,0,0
KB금융,105560,110.0,0,40,0,0,0,10,10,0,0,0,0,25,25
OCI홀딩스,010060,110.0,0,20,0,0,0,50,5,20,0,10,5,0,0
후성,093370,110.0,10,20,0,0,0,50,0,0,0,0,0,20,10
S-Oil,010950,105.0,0,40,0,0,0,40,15,0,0,0,0,10,0
신세계,004170,105.0,10,40,10,5,10,0,0,20,0,0,0,10,0
한국전력,015760,105.0,0,40,0,0,0,40,0,20,0,5,0,0,0
한미반도체,042700,100.0,50,0,0,0,0,40,0,0,0,5,0,5,0
대웅제약,069620,100.0,0,50,0,0,0,0,15,0,0,20,15,0,0
메리츠금융지주,138040,100.0,10,40,10,5,0,0,15,10,0,0,0,10,0
코스모화학,005420,100.0,40,0,0,0,0,50,0,0,0,5,5,0,0
금호타이어,073240,100.0,20,20,10,5,10,10,0,20,0,5,0,0,0
한국타이어앤테크놀로지,161390,95.0,0,50,0,0,0,30,5,0,0,5,0,5,0
HDC,012630,95.0,10,20,0,0,0,0,15,0,0,0,0,25,25
신한지주,055550,90.0,0,40,10,0,0,0,10,0,0,0,0,20,10
포스코퓨처엠,003670,90.0,40,0,0,0,0,50,0,0,0,0,0,0,0
삼성전자,005930,90.0,0,30,0,0,0,30,20,10,0,0,0,0,0
우리금융지주,316140,90.0,0,40,10,5,0,0,20,10,0,0,0,5,0
롯데정밀화학,004000,85.0,40,10,0,0,0,0,5,20,0,10,0,0,0
롯데쇼핑,023530,85.0,30,20,10,0,0,0,5,10,0,0,0,10,0
제일기획,030000,85.0,0,40,10,0,0,0,15,0,0,10,0,10,0
엘앤에프,066970,85.0,20,10,0,0,0,50,5,0,0,0,0,0,0
삼성카드,029780,85.0,10,20,0,5,0,0,10,0,0,25,15,0,0
롯데지주,004990,85.0,10,20,10,5,0,0,0,20,0,10,10,0,0
대한유화,006650,85.0,0,10,0,0,0,30,5,20,0,0,0,15,5
GKL,114090,85.0,50,0,0,0,0,0,15,0,0,10,10,0,0
LG전자,066570,80.0,10,20,0,0,0,30,10,0,0,5,0,5,0
LG에너지솔루션,373220,80.0,30,0,0,0,0,50,0,0,0,0,0,0,0
기업은행,024110,80.0,0,30,10,5,0,0,5,20,0,5,0,5,0
삼성SDI,006400,80.0,10,20,0,0,0,50,0,0,0,0,0,0,0
HD한국조선해양,009540,80.0,30,10,0,0,0,0,20,0,0,0,0,10,10
삼성에스디에스,018260,80.0,0,30,0,0,0,0,0,40,0,0,0,10,0
삼성중공업,010140,80.0,30,0,0,0,0,50,0,0,0,0,0,0,0
LG,003550,80.0,10,20,0,0,0,20,0,20,0,10,0,0,0
HD현대미포,010620,80.0,30,0,0,0,0,10,10,20,0,10,0,0,0
DB손해보험,005830,80.0,30,20,10,5,10,0,0,0,0,0,0,5,0
두산,000150,80.0,0,30,0,0,0,50,0,0,0,0,0,0,0
삼성전기,009150,80.0,0,30,0,0,0,30,10,0,0,10,0,0,0
한국항공우주,047810,80.0,0,20,0,0,0,0,10,0,0,0,0,25,25
HS효성첨단소재,298050,80.0,0,30,0,0,10,0,0,40,0,0,0,0,0
롯데칠성,005300,80.0,0,40,0,5,0,0,10,20,0,0,0,5,0
미스토홀딩스,081660,80.0,0,40,10,5,0,0,20,0,0,0,0,5,0
한화생명,088350,80.0,30,20,0,0,0,0,15,10,0,0,0,5,0
현대해상,001450,80.0,20,20,10,5,0,0,10,0,0,10,0,5,0
HD현대인프라코어,042670,75.0,50,0,0,0,0,0,5,0,0,15,5,0,0
지역난방공사,071320,75.0,0,30,10,0,0,20,0,10,0,0,0,5,0
KT&G,033780,75.0,10,40,10,0,0,0,5,0,0,0,0,10,0
NH투자증권,005940,75.0,0,30,20,0,0,0,15,0,0,10,0,0,0
삼양식품,003230,75.0,0,30,10,0,0,0,5,0,0,0,0,20,10
한국앤컴퍼니,000240,75.0,10,20,10,5,0,10,0,0,0,15,5,0,0
JB금융지주,175330,75.0,0,50,10,5,0,0,5,0,0,0,0,5,0
한화솔루션,009830,75.0,0,20,0,0,0,0,0,50,0,0,0,5,0
두산에너빌리티,034020,70.0,10,20,0,0,0,40,0,0,0,0,0,0,0
삼성바이오로직스,207940,70.0,20,10,0,0,0,40,0,0,0,0,0,0,0
GS,078930,70.0,10,20,0,0,0,10,10,0,0,10,10,0,0
태광산업,003240,70.0,40,0,0,0,0,0,10,20,0,0,0,0,0
현대위아,011210,70.0,0,30,0,0,0,20,5,10,0,0,0,5,0
iM금융지주,139130,70.0,10,20,10,5,0,0,10,0,0,10,0,5,0
종근당,185750,70.0,0,40,0,0,10,0,15,0,0,5,0,0,0
동서,026960,70.0,30,10,0,0,0,0,0,0,0,0,0,20,10
BNK금융지주,138930,70.0,0,40,10,5,10,0,5,0,0,0,0,0,0
SK,034730,70.0,0,30,0,0,0,20,0,0,0,10,0,10,0
NAVER,035420,70.0,0,40,10,0,0,0,20,0,0,0,0,0,0
미원상사,002840,65.0,50,0,0,0,0,0,15,0,0,0,0,0,0
SK텔레콤,017670,65.0,20,20,0,0,0,0,5,10,0,5,0,5,0
크래프톤,259960,65.0,30,0,10,0,0,0,15,0,0,10,0,0,0
현대제철,004020,65.0,40,0,0,0,0,0,15,10,0,0,0,0,0
오리온홀딩스,001800,65.0,30,20,10,0,0,0,5,0,0,0,0,0,0
한국금융지주,071050,60.0,10,10,0,0,0,40,0,0,0,0,0,0,0
에이피알,278470,60.0,0,30,0,0,0,0,0,20,0,5,0,5,0
LIG넥스원,079550,60.0,10,20,0,0,0,0,0,10,0,0,0,10,10
미래에셋증권,006800,60.0,10,10,0,0,0,20,0,20,0,0,0,0,0
영원무역,111770,60.0,20,20,0,0,0,0,10,0,0,5,0,5,0
세방전지,004490,60.0,40,0,0,0,0,0,10,10,0,0,0,0,0
TCC스틸,002710,60.0,40,0,0,0,0,0,0,0,0,10,10,0,0
현대엘리베이터,017800,60.0,50,0,0,0,0,0,5,0,0,0,0,5,0
대웅,003090,60.0,0,20,0,0,0,0,20,0,0,15,5,0,0
대우건설,047040,60.0,40,0,0,0,0,0,10,10,0,0,0,0,0
코오롱인더,120110,60.0,50,0,0,0,0,0,10,0,0,0,0,0,0
LG유플러스,032640,60.0,0,20,10,5,0,0,10,10,0,5,0,0,0
한국가스공사,036460,60.0,10,10,0,0,0,0,0,0,0,20,20,0,0
코웨이,021240,60.0,30,10,10,0,0,0,0,0,0,0,0,10,0
에코프로머티,450080,60.0,0,10,0,0,0,50,0,0,0,0,0,0,0
LG생활건강,051900,60.0,0,20,0,5,0,0,5,30,0,0,0,0,0
한전기술,052690,60.0,40,0,0,0,0,0,0,0,0,15,5,0,0
두산밥캣,241560,60.0,10,0,0,0,0,0,5,0,0,25,20,0,0
삼성E&A,028050,60.0,40,0,0,0,0,0,0,0,0,15,5,0,0
씨에스윈드,112610,55.0,0,20,0,0,10,0,15,10,0,0,0,0,0
TKG휴켐스,069260,55.0,40,0,0,0,0,0,10,0,0,5,0,0,0
효성티앤씨,298020,55.0,40,0,0,0,0,0,15,0,0,0,0,0,0
HL만도,204320,55.0,0,30,0,0,0,10,0,10,0,5,0,0,0
이마트,139480,55.0,30,10,10,0,0,0,5,0,0,0,0,0,0
녹십자,006280,55.0,0,20,0,5,0,0,25,0,0,5,0,0,0
풍산,103140,55.0,30,0,0,0,0,0,15,10,0,0,0,0,0
CJ대한통운,000120,55.0,20,20,10,0,0,0,5,0,0,0,0,0,0
호텔신라,008770,55.0,30,0,0,0,0,0,5,20,0,0,0,0,0
삼성생명,032830,55.0,30,0,0,0,0,0,0,20,0,5,0,0,0
유한양행,000100,55.0,0,10,10,5,0,0,10,20,0,0,0,0,0
아모레퍼시픽,090430,55.0,10,20,0,5,0,0,10,10,0,0,0,0,0
포스코인터내셔널,047050,55.0,50,0,0,0,0,0,0,0,0,5,0,0,0
키움증권,039490,50.0,0,10,0,0,0,30,0,0,0,0,0,10,0
POSCO홀딩스,005490,50.0,40,0,0,0,0,10,0,0,0,0,0,0,0
HD현대마린솔루션,443060,50.0,30,0,0,0,0,0,0,0,0,15,5,0,0
한화에어로스페이스,012450,50.0,10,20,10,5,0,0,5,0,0,0,0,0,0
한전KPS,051600,50.0,40,0,0,0,0,0,0,0,0,0,0,10,0
이수스페셜티케미컬,457190,50.0,20,10,0,0,0,20,0,0,0,0,0,0,0
카카오뱅크,323410,50.0,30,0,0,0,0,0,0,20,0,0,0,0,0
KT,030200,50.0,40,0,0,0,0,0,10,0,0,0,0,0,0
KCC,002380,50.0,20,10,0,0,0,0,0,0,0,15,5,0,0
오리온,271560,50.0,0,30,0,5,0,0,5,0,0,10,0,0,0
LG디스플레이,034220,50.0,0,30,0,0,0,0,5,10,0,0,0,5,0
팬오션,028670,50.0,30,0,10,0,0,0,0,0,0,0,0,10,0
에스디바이오센서,137310,50.0,10,10,10,0,0,0,20,0,0,0,0,0,0
코스맥스,192820,45.0,30,0,0,0,0,0,5,0,0,10,0,0,0
