Name,Code,Score_1w,rsi30,momentum_pos,macd_cross,ema5_over_ema20,ema20_over_ema60,rs_plus,vol_120,vol_150,frg_own_1m_up,frg_3_pos,frg_5_pos,ins_3_pos,ins_5_pos
HL만도,204320,190.0,0,50,10,0,0,50,5,40,0,5,0,20,10
에스엘,005850,185.0,0,50,10,5,0,40,10,0,0,25,15,20,10
아모레퍼시픽홀딩스,002790,180.0,0,40,0,0,10,50,0,30,0,5,5,25,15
에이피알,278470,180.0,0,50,10,5,0,40,0,30,0,5,0,25,15
CJ,001040,170.0,0,40,0,0,0,50,5,30,0,0,0,25,20
효성중공업,298040,150.0,50,0,0,0,0,50,0,0,0,25,25,0,0
KB금융,105560,150.0,40,10,0,0,0,50,0,0,0,0,0,25,25
농심,004370,150.0,0,20,0,0,0,50,0,20,0,25,20,10,5
삼성전기,009150,145.0,0,40,10,5,0,40,20,0,0,0,0,20,10
신한지주,055550,140.0,20,20,0,0,0,50,0,0,0,0,0,25,25
동서,026960,140.0,0,30,0,0,10,40,0,10,0,0,0,25,25
영풍,000670,140.0,0,40,0,0,0,50,0,0,0,0,0,25,25
삼성물산,028260,140.0,0,20,10,0,0,50,10,0,0,25,25,0,0
삼양식품,003230,140.0,0,20,0,0,0,50,10,10,0,0,0,25,25
영원무역,111770,135.0,0,50,0,0,0,50,15,10,0,0,0,10,0
한국항공우주,047810,135.0,0,30,0,0,0,50,5,0,0,0,0,25,25
오리온,271560,135.0,30,10,10,5,0,40,5,30,0,0,0,5,0
우리금융지주,316140,130.0,30,10,0,0,0,40,0,0,0,0,0,25,25
삼성카드,029780,130.0,0,30,0,0,0,50,0,0,0,0,0,25,25
현대백화점,069960,130.0,0,20,0,0,0,50,10,0,0,0,0,25,25
GS리테일,007070,130.0,0,30,0,0,0,50,0,0,0,25,25,0,0
금호타이어,073240,130.0,10,20,0,0,0,50,0,0,0,0,0,25,25
SK케미칼,285130,130.0,30,0,0,0,0,50,0,0,0,25,25,0,0
TKG휴켐스,069260,130.0,0,30,20,5,0,40,0,0,0,5,0,20,10
SK,034730,130.0,30,0,0,0,0,50,0,0,0,0,0,25,25
제일기획,030000,125.0,0,40,0,0,0,50,0,0,0,5,0,20,10
대웅제약,069620,125.0,10,20,0,0,0,50,0,0,0,25,15,5,0
SK텔레콤,017670,120.0,0,30,0,10,0,40,0,30,0,10,0,0,0
SK바이오팜,326030,120.0,0,20,0,0,0,50,0,0,0,25,25,0,0
미스토홀딩스,081660,120.0,0,50,0,0,0,50,0,0,0,0,0,15,5
한전KPS,051600,120.0,0,30,20,0,0,40,0,0,0,0,0,20,10
영원무역홀딩스,009970,120.0,0,50,0,0,0,50,0,0,0,5,0,15,0
삼성증권,016360,120.0,10,10,0,0,0,50,0,0,0,0,0,25,25
DN오토모티브,007340,120.0,10,30,10,0,0,40,0,0,0,20,10,0,0
더블유게임즈,192080,120.0,0,20,0,0,0,50,0,0,0,0,0,25,25
GS건설,006360,120.0,0,40,0,5,0,40,5,0,0,0,0,20,10
아모레퍼시픽,090430,115.0,0,40,0,0,0,50,15,0,0,0,0,10,0
한국앤컴퍼니,000240,115.0,0,20,0,0,0,50,0,0,0,0,0,25,20
한미약품,128940,115.0,30,10,0,0,0,50,0,0,0,10,5,10,0
BNK금융지주,138930,115.0,30,20,0,0,0,50,0,0,0,5,5,5,0
금호석유화학,011780,115.0,30,10,0,5,0,40,0,0,0,0,0,15,15
현대위아,011210,115.0,0,30,0,5,0,30,0,0,0,0,0,25,25
롯데칠성,005300,110.0,0,40,0,0,10,50,0,0,0,5,5,0,0
롯데케미칼,011170,110.0,30,10,0,0,0,50,0,0,0,0,0,10,10
iM금융지주,139130,110.0,20,20,0,0,0,40,0,0,0,0,0,20,10
한국전력,015760,110.0,0,30,10,0,0,50,5,0,0,0,0,15,0
S-Oil,010950,110.0,10,20,0,0,0,50,0,0,0,10,0,10,10
하나금융지주,086790,110.0,20,10,0,0,0,50,0,0,0,0,0,20,10
삼성바이오로직스,207940,110.0,50,0,0,0,0,30,0,30,0,0,0,0,0
삼성화재,000810,105.0,30,20,0,5,0,40,0,0,0,0,0,10,0
NAVER,035420,105.0,0,40,0,5,0,50,0,0,0,0,0,10,0
엔씨소프트,036570,105.0,30,10,0,0,0,10,5,40,0,0,0,10,0
강원랜드,035250,105.0,0,50,0,0,0,40,5,0,0,0,0,10,0
현대해상,001450,105.0,20,20,10,5,0,40,0,0,0,0,0,10,0
하나투어,039130,105.0,0,40,0,5,0,40,0,20,0,0,0,0,0
호텔신라,008770,105.0,0,20,0,5,0,20,10,20,0,0,0,15,15
대웅,003090,105.0,30,10,0,5,0,50,0,0,0,0,0,10,0
LG유플러스,032640,105.0,0,40,0,0,0,50,0,0,0,5,0,10,0
이마트,139480,105.0,0,20,0,0,10,50,5,0,0,10,10,0,0
미원에스씨,268280,100.0,10,10,10,0,0,20,5,30,0,5,0,10,0
대한유화,006650,100.0,30,10,0,0,0,50,0,0,0,10,0,0,0
LG생활건강,051900,100.0,0,20,10,5,0,50,5,0,0,5,0,5,0
LG이노텍,011070,100.0,30,0,0,0,0,50,0,0,0,10,10,0,0
HD현대인프라코어,042670,100.0,0,50,10,5,0,0,5,10,0,5,5,10,0
GS,078930,100.0,0,20,0,0,0,50,0,0,0,0,0,15,15
지역난방공사,071320,100.0,30,20,0,0,0,50,0,0,0,0,0,0,0
BGF리테일,282330,100.0,0,30,0,0,0,50,0,0,0,5,5,10,0
셀트리온,068270,100.0,20,10,10,0,0,50,0,0,0,0,0,10,0
고려아연,010130,100.0,10,20,10,0,0,30,0,0,0,0,0,20,10
SK하이닉스,000660,100.0,30,0,0,0,0,40,0,0,0,0,0,20,10
카카오,035720,95.0,40,20,0,0,0,20,0,0,0,15,0,0,0
KT&G,033780,95.0,0,30,0,0,0,40,15,0,0,0,0,10,0
신세계,004170,95.0,0,20,0,0,0,50,5,0,0,0,0,10,10
덴티움,145720,95.0,50,10,0,0,0,0,5,30,0,0,0,0,0
롯데쇼핑,023530,95.0,0,20,0,0,0,50,5,0,0,5,0,15,0
한국콜마,161890,95.0,0,50,10,0,0,0,0,0,0,20,10,5,0
현대차,005380,90.0,40,0,0,0,0,40,0,0,0,0,0,10,0
후성,093370,90.0,30,0,0,0,0,20,0,0,0,25,15,0,0
CJ대한통운,000120,90.0,0,20,0,0,0,50,0,0,0,5,5,10,0
한국카본,017960,90.0,40,10,0,0,0,0,0,0,0,25,15,0,0
세아베스틸지주,001430,90.0,20,20,0,0,0,10,0,0,0,0,0,25,15
롯데지주,004990,90.0,40,0,0,0,0,50,0,0,0,0,0,0,0
SK바이오사이언스,302440,90.0,30,10,0,0,0,40,0,0,0,0,0,10,0
효성티앤씨,298020,90.0,0,20,0,0,0,40,0,0,0,0,0,20,10
HS효성첨단소재,298050,90.0,10,20,0,0,0,50,0,0,0,0,0,10,0
한올바이오파마,009420,90.0,0,30,0,0,0,50,0,0,0,5,5,0,0
기업은행,024110,90.0,30,20,0,0,0,40,0,0,0,0,0,0,0
LG,003550,90.0,40,0,0,0,0,20,0,0,0,0,0,15,15
메리츠금융지주,138040,90.0,30,10,0,0,0,10,0,0,0,0,0,25,15
KT,030200,85.0,0,30,0,5,0,40,0,0,0,0,0,10,0
HDC,012630,85.0,0,40,10,0,0,20,0,0,0,5,0,10,0
대우건설,047040,85.0,0,40,10,0,0,0,0,0,0,5,0,20,10
한국타이어앤테크놀로지,161390,85.0,10,20,0,0,0,50,0,0,0,5,0,0,0
넷마블,251270,85.0,40,10,10,0,0,10,0,0,0,10,5,0,0
한샘,009240,80.0,10,20,0,0,0,40,0,0,0,0,0,10,0
녹십자,006280,80.0,30,10,0,0,0,40,0,0,0,0,0,0,0
코오롱인더,120110,80.0,10,10,0,0,0,50,0,0,0,0,0,5,5
SK스퀘어,402340,80.0,20,20,0,0,0,40,0,0,0,0,0,0,0
기아,000270,80.0,40,0,0,0,0,40,0,0,0,0,0,0,0
NH투자증권,005940,80.0,30,0,0,0,0,40,0,0,0,0,0,10,0
롯데웰푸드,280360,80.0,0,30,0,0,0,50,0,0,0,0,0,0,0
F&F,383220,80.0,0,20,0,0,0,50,0,0,0,0,0,10,0
에스원,012750,80.0,0,20,0,0,0,30,0,0,0,0,0,15,15
현대엘리베이터,017800,80.0,0,20,0,0,0,10,0,0,0,0,0,25,25
대한전선,001440,80.0,30,0,0,0,0,50,0,0,0,0,0,0,0
두산,000150,80.0,30,0,0,0,0,30,15,0,0,0,0,5,0
삼성에스디에스,018260,80.0,0,30,0,0,0,30,0,0,0,10,0,10,0
GKL,114090,75.0,0,40,10,0,0,0,15,0,0,0,0,5,5
팬오션,028670,75.0,0,30,10,0,0,20,0,0,0,0,0,15,0
