source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,Score_1w,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count,risk_cap_used,Score_1w_num,RR_num,conf_num
pred_TKG휴켐스_069260.csv,TKG휴켐스,069260,h2,19690.0,19610.0,20230.0,19390.0,2.82,195.0,10,BUY,0.603,2,2025-12-22T15:20:00+09:00,464.167,304.235,278.5,519.543,1.1,0.4,1.4,0.65,0.45,0.15,0.25,0.7,0.7,DA<MIN;|Bias|>r*MAE,DA<MIN,MAPE>MAX;|Bias|>r*MAE,0,,,,,,,,,,,1.6477880796691071,47.61904761904761,19.85428110474649,304.2348592763857,42.0,0.1,195.0,2.82,0.603
pred_한국카본_017960.csv,한국카본,017960,h2,32350.0,32050.0,34440.0,31190.0,2.78,175.0,6,BUY,0.518,2,2025-12-22T15:20:00+09:00,1433.334,1163.98,1702.972,1121.938,1.15,1.0,1.6,0.4,0.75,0.25,0.75,0.85,0.75,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN,0,,,,,,,,,,,3.7586780897605943,54.761904761904766,-74.07581487912805,1163.9803282421,42.0,0.1,175.0,2.78,0.518
pred_녹십자_006280.csv,녹십자,006280,h1,166499.99,165400.0,174390.0,162120.0,2.74,165.0,1,BUY,0.604,1,2025-12-19T15:20:00+09:00,7308.334,4385.001,4385.001,4385.001,0.25,1.45,1.95,0.0,0.25,0.5,0.95,1.0,0.95,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,1.8543840596042225,54.761904761904766,447.6910112902176,2602.130999814632,43.0,,,,,,,,,,,0.1,165.0,2.74,0.604
pred_롯데쇼핑_023530.csv,롯데쇼핑,023530,h2,75900.0,75520.0,78630.0,74390.0,2.75,160.0,2,BUY,0.561,2,2025-12-22T15:20:00+09:00,2391.668,1518.316,1611.285,1645.685,0.65,0.5,1.6,0.4,0.25,0.25,0.25,0.85,0.75,DA<MIN,DA<MIN,MAPE>MAX;DA<MIN,0,,,,,,,,,,,2.1611265791546663,50.0,416.5131388675601,1518.3164387941365,42.0,0.1,160.0,2.75,0.561
pred_한진칼_180640.csv,한진칼,180640,h1,112300.0,111080.0,121030.0,107450.0,2.74,160.0,1,BUY,0.533,1,2025-12-19T15:20:00+09:00,8091.67,4855.002,4855.002,5756.097,0.75,1.6,1.8,0.0,0.75,0.65,0.95,0.85,0.95,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,3.312546293097555,54.761904761904766,591.3676375566506,3649.931178259295,43.0,,,,,,,,,,,0.1,160.0,2.74,0.533
pred_강원랜드_035250.csv,강원랜드,035250,h2,18450.0,18400.0,18790.0,18260.0,2.79,155.0,10,BUY,0.558,2,2025-12-22T15:20:00+09:00,289.167,191.397,677.889,194.654,0.7,0.5,1.95,0.25,0.45,0.25,0.25,1.0,0.95,DA<MIN;|Bias|>r*MAE,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,1.0820091891422707,54.761904761904766,-93.24777376084084,191.39738551207927,42.0,0.1,155.0,2.79,0.558
pred_두산밥캣_241560.csv,두산밥캣,241560,h1,59000.0,58660.0,61420.0,57660.0,2.76,155.0,3,BUY,0.598,1,2025-12-19T15:20:00+09:00,2241.667,1345.0,1390.306,1345.0,0.3,1.15,1.25,0.3,0.0,0.45,0.7,0.75,0.5,,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX,0,2.054989982603953,61.90476190476191,-326.5806432380234,1223.296201090481,43.0,,,,,,,,,,,0.1,155.0,2.76,0.598
pred_제일기획_030000.csv,제일기획,030000,h2,23150.0,23080.0,23590.0,22910.0,3.0,150.0,8,BUY,0.58,2,2025-12-22T15:20:00+09:00,395.834,246.881,351.035,480.818,1.95,0.1,0.65,1.0,0.95,0.1,0.0,0.4,0.25,MAPE>MAX;DA<MIN;|Bias|>r*MAE,,DA<MIN,0,,,,,,,,,,,1.1246133534646718,57.14285714285714,-108.50343434583615,246.8805937539968,42.0,0.1,150.0,3.0,0.58
pred_동서_026960.csv,동서,026960,h2,28950.0,28790.0,30040.0,28350.0,2.84,150.0,6,BUY,0.636,2,2025-12-22T15:20:00+09:00,1016.666,610.0,747.916,610.0,1.45,0.1,0.4,1.0,0.45,0.1,0.0,0.4,0.0,DA<MIN;|Bias|>r*MAE,,,0,,,,,,,,,,,1.338093734203686,73.80952380952381,-136.9624752373925,372.7944271905086,42.0,0.1,150.0,2.84,0.636
pred_세아베스틸지주_001430.csv,세아베스틸지주,001430,h2,45350.0,44710.0,49940.0,42800.0,2.74,150.0,4,BUY,0.471,2,2025-12-22T15:20:00+09:00,4254.166,2552.5,2552.5,2552.5,1.25,0.85,1.4,0.5,0.75,0.35,0.5,0.65,0.75,MAPE>MAX;DA<MIN,MAPE>MAX,MAPE>MAX;DA<MIN,0,,,,,,,,,,,5.255965282247975,59.523809523809526,-126.27266418366152,1795.6816754170834,42.0,0.1,150.0,2.74,0.471
pred_F&F_383220.csv,F&F,383220,h1,79500.0,79060.0,82640.0,77750.0,2.73,145.0,2,BUY,0.608,1,2025-12-19T15:20:00+09:00,2916.666,1750.0,1750.0,3109.972,0.325,1.375,1.75,0.075,0.25,0.425,0.95,1.0,0.75,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,1.9674927841823648,54.761904761904766,14.887185845264336,1373.1149015038511,43.0,,,,,,,,,,,0.1,145.0,2.73,0.608
