종목명,종목코드,horizon,target,RMSE,MAE,MAPE(%),Bias,count,DirAcc_close(%),Dir_count
삼성전자,005930,h2,high,1973.4136786293564,1626.1894878886994,2.20758285069479,-259.48809073084874,42,,0
삼성전자,005930,h2,low,1918.977608203457,1617.1116738092333,2.222321506124476,-1040.1641573224747,42,,0
삼성전자,005930,h2,close,2772.8201764744945,2245.4088435286567,3.02452974376832,-1995.472087462743,42,42.85714285714285,42
삼성전자,005930,h3,high,2755.0370364423766,2178.9574442840203,2.9075331565518394,-1206.498324580309,41,,0
삼성전자,005930,h3,low,2315.311331057369,1947.7692759618528,2.662594717037312,-914.8668889592334,41,,0
삼성전자,005930,h3,close,3747.6763100397056,2953.0421739671287,3.936987849577797,-2775.635678302951,41,39.02439024390244,41
신세계,004170,h1,high,3109.5785870127056,2523.9304999972505,1.4163747319084228,1119.670050365981,43,,0
신세계,004170,h1,low,2849.0201068804413,2280.0358711287017,1.312163374231096,-986.9269498558918,43,,0
신세계,004170,h1,close,4464.692426944667,3276.4692312063157,1.827117233447624,-2585.9148369278987,43,45.23809523809524,42
신세계,004170,h2,high,7906.642936327937,6241.364403139977,3.470848176875305,-5215.060067318732,42,,0
신세계,004170,h2,low,6882.565680757864,5402.101739815303,3.078147098896224,-4600.720941736583,42,,0
신세계,004170,h2,close,6635.536835851319,5429.286748312768,3.140056635663929,3636.799661744209,42,50.0,42
신세계,004170,h3,high,7900.562932741539,6027.407407179111,3.333629127116501,-2831.5471198500663,41,,0
신세계,004170,h3,low,5524.694050800287,4275.079818760477,2.461682979152452,-674.3296056258962,41,,0
신세계,004170,h3,close,7235.468989912511,5868.401384789767,3.3588437000058997,1772.8460266822742,41,43.90243902439025,41
지역난방공사,071320,h1,high,2895.1624458577166,2388.6904805205604,2.822551349085363,-2175.8757269659723,43,,0
지역난방공사,071320,h1,low,2164.531700029073,1717.064427081929,2.1185369180686595,-1093.6083079770551,43,,0
지역난방공사,071320,h1,close,3497.6495739195207,2957.118254345517,3.5439542199522043,-2774.2812695891357,43,52.38095238095239,42
지역난방공사,071320,h2,high,3753.45383375132,2941.3956378187454,3.4676731071866183,-2092.5136424246307,42,,0
지역난방공사,071320,h2,low,3183.266738655324,2619.614784774326,3.233686263685643,-1495.4242995807103,42,,0
지역난방공사,071320,h2,close,4029.2211392385248,3265.880527524721,3.914928150576749,-2846.2696315277185,42,52.38095238095239,42
지역난방공사,071320,h3,high,3528.3360905194995,2848.872397004105,3.3806471127106352,56.92509674444289,41,,0
지역난방공사,071320,h3,low,3651.762789339625,2954.6247998388803,3.642981195096617,-1844.1103654663737,41,,0
지역난방공사,071320,h3,close,3415.412241128816,2684.0882134146805,3.226573175335026,-1178.9760875992656,41,48.78048780487805,41
한미약품,128940,h1,high,9984.162780612009,6738.567049420159,2.120626557353088,511.1876899419842,43,,0
한미약품,128940,h1,low,12127.61537439292,10984.6572314584,3.766853542696818,8451.826398455818,43,,0
한미약품,128940,h1,close,12507.26175817386,11496.3021687297,3.91472716064636,9752.062001200617,43,64.28571428571429,42
한미약품,128940,h2,high,13625.100919944143,9117.650631637796,2.8304526129902783,-1931.177613990646,42,,0
한미약품,128940,h2,low,14682.257160697493,8967.156449598924,2.827311837489708,-5011.079162004449,42,,0
한미약품,128940,h2,close,12275.174996353557,8966.033509089833,2.9022264974263634,1226.358637213707,42,52.38095238095239,42
한미약품,128940,h3,high,19608.369042013648,16349.654761029453,5.286028145502793,6157.442486140789,41,,0
한미약품,128940,h3,low,26473.734778940176,20754.459883745123,6.716827985948422,-20517.4078152674,41,,0
한미약품,128940,h3,close,24190.51562040825,22279.36252951622,7.561384119893749,18032.34542506497,41,58.53658536585365,41
호텔신라,008770,h1,high,1422.672795553564,920.2271390099846,1.8006291029389216,-642.6833694064328,43,,0
호텔신라,008770,h1,low,1269.7534678283282,1015.7619271167488,2.1043948726837614,852.7156760526265,43,,0
호텔신라,008770,h1,close,1687.0596020999278,1430.345200452693,2.860229973358231,-1270.1239590727996,43,52.38095238095239,42
호텔신라,008770,h2,high,2152.965570530428,1541.5425348139947,3.006568917211038,-1021.3857004330272,42,,0
호텔신라,008770,h2,low,1686.4257779452255,1297.8414661117963,2.671776047903704,119.18534899041768,42,,0
호텔신라,008770,h2,close,1789.0153928287332,1407.023721720492,2.856916295134643,198.79719224714148,42,40.47619047619048,42
호텔신라,008770,h3,high,2531.0425835633373,1858.4608630436223,3.620483411398227,-959.8678774949974,41,,0
호텔신라,008770,h3,low,2704.560885277416,2145.2847067175835,4.310159086241476,-1899.2634545739097,41,,0
호텔신라,008770,h3,close,2249.20777872546,1710.0796791838436,3.3973731746861024,-973.1635264507144,41,46.34146341463415,41
