source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,Score_1w,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count,risk_cap_used
pred_HD현대인프라코어_042670.csv,HD현대인프라코어,042670,h1,16940.0,16810.0,17850.0,16430.0,2.74,185.0,0,BUY,0.349,1,2025-12-15T15:20:00+09:00,521.666,510.838,402.938,314.713,0.95,1.8,1.6,0.0,0.95,0.85,0.95,0.65,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,3.3130184209026066,45.23809523809524,-373.6696038689723,510.83822793738767,43.0,,,,,,,,,,,0.1
pred_세아베스틸지주_001430.csv,세아베스틸지주,001430,h2,44750.0,44360.0,47490.0,43230.0,2.77,180.0,0,BUY,0.386,2,2025-12-16T15:20:00+09:00,2512.5,1524.121,2229.469,1627.313,1.05,0.85,1.8,0.3,0.75,0.35,0.5,0.85,0.95,MAPE>MAX;DA<MIN,MAPE>MAX,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,5.23999612512354,59.523809523809526,730.6476406398277,1524.120831276689,42.0,0.1
pred_LG이노텍_011070.csv,LG이노텍,011070,h1,294500.0,292780.0,306870.0,287630.0,2.74,165.0,1,BUY,0.596,1,2025-12-15T15:20:00+09:00,11458.326,6874.995,6874.995,6874.995,0.0,1.0,1.95,0.0,0.0,0.5,0.5,1.0,0.95,,MAPE>MAX,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.4230451609149086,59.523809523809526,287.1709578259033,5850.22336923799,43.0,,,,,,,,,,,0.1
pred_씨에스윈드_112610.csv,씨에스윈드,112610,h1,46000.0,45760.0,47660.0,45080.0,2.79,160.0,4,BUY,0.583,1,2025-12-15T15:20:00+09:00,1308.334,923.866,785.001,971.35,0.25,1.6,1.8,0.0,0.25,0.65,0.95,0.85,0.95,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.1459731047249972,54.761904761904766,204.92117536622425,923.866158238678,43.0,,,,,,,,,,,0.1
pred_두산로보틱스_454910.csv,두산로보틱스,454910,h3,84000.0,83010.0,82670.0,81170.0,-0.18,160.0,0,BUY,0.471,3,2025-12-17T15:20:00+09:00,4074.998,3927.729,4296.816,3982.473,1.15,1.55,1.0,0.4,0.75,0.6,0.95,0.5,0.5,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,1,,,,,,4.99302698345558,56.09756097560976,223.19311368756178,3927.729334773087,41.0,,,,,,0.1
pred_TKG휴켐스_069260.csv,TKG휴켐스,069260,h2,19520.0,19450.0,19980.0,19270.0,2.94,155.0,10,BUY,0.596,2,2025-12-16T15:20:00+09:00,380.833,259.783,482.526,253.323,0.85,0.65,0.9,0.4,0.45,0.4,0.25,0.7,0.2,DA<MIN;|Bias|>r*MAE,DA<MIN,|Bias|>r*MAE,0,,,,,,,,,,,1.4273811009800852,52.38095238095239,79.64251919871293,259.7827584828652,42.0,0.1
pred_한일시멘트_300720.csv,한일시멘트,300720,h1,20350.0,20260.0,20970.0,20010.0,2.84,150.0,9,BUY,0.474,1,2025-12-15T15:20:00+09:00,578.334,347.0,347.0,1193.197,0.75,1.65,1.45,0.3,0.45,0.7,0.95,0.5,0.95,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,1.6397348505352558,45.23809523809524,-173.7491920521092,301.5107929845188,43.0,,,,,,,,,,,0.1
pred_DL이앤씨_375500.csv,DL이앤씨,375500,h1,45100.0,44880.0,46620.0,44250.0,2.76,150.0,4,BUY,0.543,1,2025-12-15T15:20:00+09:00,1416.668,850.001,1087.447,850.001,0.425,1.725,1.3,0.175,0.25,0.775,0.95,0.55,0.75,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,1.9495057159556912,52.38095238095239,324.4190850923241,801.8685662469202,43.0,,,,,,,,,,,0.1
pred_신세계_004170.csv,신세계,004170,h1,257000.0,255170.0,270140.0,249700.0,2.74,150.0,0,BUY,0.422,1,2025-12-15T15:20:00+09:00,12166.675,7300.005,7300.005,7300.005,0.775,1.475,1.6,0.075,0.7,0.775,0.7,0.65,0.95,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.9102713019959525,59.523809523809526,3884.821693703186,5940.716438931092,43.0,,,,,,,,,,,0.1
pred_동서_026960.csv,동서,026960,h2,28300.0,28160.0,29290.0,27750.0,2.76,145.0,0,BUY,0.432,2,2025-12-16T15:20:00+09:00,925.0,555.0,947.606,605.042,0.75,0.55,1.55,0.3,0.45,0.35,0.2,0.85,0.7,DA<MIN;|Bias|>r*MAE,|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,0,,,,,,,,,,,1.9109900551886316,57.14285714285714,-443.9548162477361,529.4702945011007,42.0,0.1
pred_현대모비스_012330.csv,현대모비스,012330,h1,377499.99,375040.0,395180.0,367680.0,2.74,145.0,0,BUY,0.432,1,2025-12-15T15:20:00+09:00,16375.004,9825.002,9825.002,13750.783,0.45,1.95,1.45,0.0,0.45,1.0,0.95,0.5,0.95,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.11791608065151,47.61904761904761,-4389.239493497578,6734.384957441062,43.0,,,,,,,,,,,0.1
pred_포스코DX_022100.csv,포스코DX,022100,h1,27700.0,27470.0,29330.0,26790.0,2.74,145.0,0,BUY,0.341,1,2025-12-15T15:20:00+09:00,1150.001,910.954,1168.735,690.0,0.95,1.8,1.4,0.0,0.95,0.85,0.95,0.65,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,3.423400948808881,47.61904761904761,-715.061746503032,910.9535773133126,43.0,,,,,,,,,,,0.1
pred_현대건설_000720.csv,현대건설,000720,h2,78000.0,77210.0,83660.0,74860.0,2.74,145.0,0,BUY,0.337,2,2025-12-16T15:20:00+09:00,4183.334,3149.339,3756.157,2788.584,1.7,0.8,1.15,0.75,0.95,0.1,0.7,0.65,0.5,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX,0,,,,,,,,,,,4.688988901578144,66.66666666666666,-2387.668724487835,3149.3387130428373,42.0,0.1
pred_HD한국조선해양_009540.csv,HD한국조선해양,009540,h2,449500.0,443880.0,489950.0,427030.0,2.73,145.0,0,BUY,0.249,2,2025-12-16T15:20:00+09:00,14124.983,22475.23,11952.263,11706.502,1.65,1.2,1.5,0.7,0.95,0.25,0.95,0.55,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,5.118813849205471,42.857142857142854,-19761.328683718202,22475.22987282973,42.0,0.1
pred_고려아연_010130.csv,고려아연,010130,h1,1517999.91,1500650.0,1642840.0,1448640.0,2.73,145.0,0,BUY,0.241,1,2025-12-15T15:20:00+09:00,84499.995,69360.136,60378.045,50699.997,1.2,1.3,1.65,0.25,0.95,0.35,0.95,0.9,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,5.822748466046774,47.61904761904761,60171.695298926774,69360.13602101525,43.0,,,,,,,,,,,0.1
pred_대우건설_047040.csv,대우건설,047040,h3,3890.0,3850.0,3750.0,3790.0,-1.67,145.0,0,BUY,0.345,3,2025-12-17T15:20:00+09:00,111.25,133.826,113.254,121.667,1.6,1.8,0.7,0.65,0.95,0.85,0.95,0.0,0.7,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,1,,,,,,3.772591514867322,58.536585365853654,111.28316203268558,133.8264159313062,41.0,,,,,,0.1
pred_포스코퓨처엠_003670.csv,포스코퓨처엠,003670,h3,221499.99,218420.0,211560.0,215670.0,-2.49,145.0,0,BUY,0.368,3,2025-12-17T15:20:00+09:00,8624.999,12287.996,14208.69,13094.755,1.65,1.35,1.15,0.7,0.95,0.4,0.95,0.4,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,1,,,,,,5.724331767996622,43.90243902439025,-4653.191152723819,12287.995614365833,41.0,,,,,,0.1
pred_현대글로비스_086280.csv,현대글로비스,086280,h3,182300.0,180710.0,175940.0,180790.0,,145.0,0,BUY,0.407,3,2025-12-17T15:20:00+09:00,5699.998,6340.05,7467.739,4840.922,1.8,1.35,1.2,0.85,0.95,0.4,0.95,0.25,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,1,,,,,,3.7165469519352317,51.21951219512195,-3311.193552249815,6340.049911999119,41.0,,,,,,0.1
