source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,Score_1w,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count
pred_대한전선_001440.csv,대한전선,001440,h1,25150.0,24940.0,26660.0,24320.0,2.77,200.0,1,BUY,0.484,1,2025-11-04T15:20:00+09:00,1398.333,839.0,839.0,839.0,0.2,1.55,1.65,0.0,0.2,0.6,0.95,0.9,0.75,|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,2.4091621704526345,57.14285714285714,-238.64653812509644,449.6621850141117,43.0,,,,,,,,,,
pred_LS_006260.csv,LS,006260,h1,217499.99,216050.0,227880.0,211730.0,2.74,200.0,1,BUY,0.463,1,2025-11-04T15:20:00+09:00,9616.667,5770.0,5770.0,5770.0,0.2,1.8,1.6,0.0,0.2,0.85,0.95,0.65,0.95,|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.0806611746080486,57.14285714285714,-2422.3362782666863,3810.804854298744,43.0,,,,,,,,,,
pred_하이브_352820.csv,하이브,352820,h2,342500.0,339890.0,361230.0,332100.0,2.74,200.0,1,BUY,0.412,2,2025-11-05T15:20:00+09:00,12812.488,10406.561,7687.493,7927.522,1.8,0.95,1.6,0.85,0.95,0.0,0.95,0.65,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,3.612779074638289,52.38095238095239,5517.651567856471,10406.561085156032,42.0
pred_SKC_011790.csv,SKC,011790,h1,134800.0,133720.0,142510.0,130520.0,2.75,160.0,1,BUY,0.478,1,2025-11-04T15:20:00+09:00,7141.668,4285.001,4285.001,4285.001,0.7,1.7,1.5,0.0,0.7,0.75,0.95,0.75,0.75,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,2.60832560890908,64.28571428571429,1571.111927060195,2781.900195881379,43.0,,,,,,,,,,
pred_한온시스템_018880.csv,한온시스템,018880,h1,4355.0,4310.0,4640.0,4200.0,3.0,150.0,1,BUY,0.408,1,2025-11-04T15:20:00+09:00,268.083,160.85,160.85,160.85,0.7,1.3,1.65,0.25,0.45,0.55,0.75,0.7,0.95,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.3787447395850143,52.38095238095239,-65.67845636328991,86.79250789936204,43.0,,,,,,,,,,
pred_LS ELECTRIC_010120.csv,LS ELECTRIC,010120,h2,488499.98,484180.0,519570.0,471240.0,2.73,150.0,1,BUY,0.509,2,2025-11-05T15:20:00+09:00,28770.833,17262.5,17262.5,17482.483,1.35,0.75,1.8,0.4,0.95,0.25,0.5,0.85,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,4.131121038884747,57.14285714285714,-200.15061043558222,13524.238624743059,42.0
pred_SK이노베이션_096770.csv,SK이노베이션,096770,h1,126500.0,125510.0,133560.0,122580.0,2.75,145.0,1,BUY,0.391,1,2025-11-04T15:20:00+09:00,6541.669,3925.001,3925.001,4204.33,0.95,1.45,1.25,0.5,0.45,0.5,0.95,0.5,0.75,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,2.1754821360882532,45.23809523809524,-2090.667375852899,2529.2718075042562,43.0,,,,,,,,,,
pred_삼성SDI_006400.csv,삼성SDI,006400,h1,327000.0,323890.0,349360.0,314580.0,2.74,145.0,1,BUY,0.538,1,2025-11-04T15:20:00+09:00,20708.329,12424.998,12424.998,14043.118,1.05,1.55,1.1,0.3,0.75,0.6,0.95,0.6,0.5,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,0,2.5414637421000066,45.23809523809524,-1511.5935582453358,6323.280007148232,43.0,,,,,,,,,,
pred_현대건설_000720.csv,현대건설,000720,h1,67300.0,66570.0,72520.0,64400.0,2.74,145.0,1,BUY,0.534,1,2025-11-04T15:20:00+09:00,4833.335,2900.001,12205.374,8381.203,1.05,1.2,1.5,0.3,0.75,0.45,0.75,0.75,0.75,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN,0,2.6086551643944094,38.095238095238095,70.27264985927214,1609.6645775229429,43.0,,,,,,,,,,
pred_후성_093370.csv,후성,093370,h3,9200.0,9060.0,8660.0,8680.0,-1.05,135.0,1,BUY,0.389,3,2025-11-06T15:20:00+09:00,839.167,529.63,531.387,503.5,1.2,1.7,1.0,0.25,0.95,0.75,0.95,0.5,0.5,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,1,,,,,,6.95597125658818,56.09756097560976,-166.14566534030732,529.6303923973223,41.0,,,,,
