source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count
pred_LG화학_051910.csv,LG화학,051910,h2,397500.03,394070.0,422160.0,383810.0,2.74,1,BUY,0.496,2,2025-11-03T15:20:00+09:00,22833.33,13699.998,13699.998,13699.998,1.45,1.0,1.7,0.5,0.95,0.25,0.75,0.75,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,3.1477184832583798,54.761904761904766,-3945.3531943616495,10322.722115686956,42.0,,,,,,,,,,
pred_LS ELECTRIC_010120.csv,LS ELECTRIC,010120,h1,434999.98,431510.0,460080.0,421070.0,2.74,1,BUY,0.331,1,2025-11-03T15:20:00+09:00,23229.168,13937.501,13937.501,13937.501,1.2,1.7,1.45,0.25,0.95,0.75,0.95,0.5,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,3.3404630006670613,47.61904761904761,-10725.085749248565,11056.043586131575,43.0,,,,,
pred_LS_006260.csv,LS,006260,h3,208999.99,207430.0,205990.0,213630.0,,1,BUY,0.532,3,2025-11-04T15:20:00+09:00,8516.668,6275.937,8668.812,9870.44,1.875,1.075,0.75,0.925,0.95,0.325,0.75,0.25,0.5,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX,1,,,,,,,,,,,3.467176476853881,56.09756097560976,553.156259437891,6275.9369139264245,41.0
pred_SKC_011790.csv,SKC,011790,h1,127700.0,126710.0,134780.0,123770.0,2.74,1,BUY,0.369,1,2025-11-03T15:20:00+09:00,6558.335,3935.001,3935.001,3935.001,1.15,1.2,1.55,0.45,0.7,0.25,0.95,0.8,0.75,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,,,,,,3.4778022887474584,61.904761904761905,2990.6904734844375,3646.476270293078,43.0,,,,,
pred_SK바이오팜_326030.csv,SK바이오팜,326030,h2,115500.01,114770.0,120700.0,112620.0,2.76,1,BUY,0.448,2,2025-11-03T15:20:00+09:00,4116.665,2889.652,3416.142,3105.221,1.3,1.05,1.8,0.35,0.95,0.3,0.75,0.85,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.6722107276925215,30.952380952380953,-1233.1232309341424,2889.6521420705894,42.0,,,,,,,,,,
pred_SK이노베이션_096770.csv,SK이노베이션,096770,h1,128900.0,127880.0,136230.0,124830.0,2.74,1,BUY,0.517,1,2025-11-03T15:20:00+09:00,6791.668,4075.001,4075.001,4075.001,0.4,1.3,1.95,0.15,0.25,0.35,0.95,1.0,0.95,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,2.0115863716625597,45.23809523809524,-974.5263576507616,2327.1428964858846,43.0,,,,,
pred_SK하이닉스_000660.csv,SK하이닉스,000660,h1,558999.97,555170.0,586530.0,543700.0,2.73,1,BUY,0.353,1,2025-11-03T15:20:00+09:00,25500.015,15300.009,17141.172,15300.009,0.8,1.3,1.8,0.1,0.7,0.55,0.75,0.85,0.95,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,3.525208754715415,57.14285714285714,-12329.989353659757,14617.525030782273,43.0,,,,,
pred_대한전선_001440.csv,대한전선,001440,h1,24200.0,23990.0,25640.0,23400.0,2.8,1,BUY,0.36,1,2025-11-03T15:20:00+09:00,1336.666,802.0,802.0,802.0,0.95,1.55,1.85,0.0,0.95,0.6,0.95,0.9,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,2.853875922092596,47.61904761904761,-457.03012939109357,530.5201584377952,43.0,,,,,
pred_동원산업_006040.csv,동원산업,006040,h1,48450.0,48140.0,50620.0,47250.0,2.79,1,BUY,0.536,1,2025-11-03T15:20:00+09:00,2012.501,1207.501,1207.501,1990.03,0.55,1.25,1.65,0.3,0.25,0.5,0.75,0.7,0.95,DA<MIN,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,2.204685504204362,42.857142857142854,308.1025028644598,1007.9262343256978,43.0,,,,,
pred_미래에셋증권_006800.csv,미래에셋증권,006800,h1,26300.0,26040.0,28140.0,25280.0,2.76,1,BUY,0.521,1,2025-11-03T15:20:00+09:00,1704.167,1022.5,1022.5,1339.471,0.825,1.375,1.95,0.075,0.75,0.425,0.95,1.0,0.95,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,3.413319360892655,52.38095238095239,131.53586786517053,754.875200345934,43.0,,,,,
pred_삼성SDI_006400.csv,삼성SDI,006400,h3,322000.0,318810.0,315770.0,320100.0,,1,BUY,0.333,3,2025-11-04T15:20:00+09:00,21249.995,12749.997,13383.427,13094.111,1.275,1.875,1.2,0.325,0.95,0.925,0.95,0.25,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,1,,,,,,,,,,,4.628142425997763,53.65853658536586,-7612.8391362215825,11902.415071333988,41.0
pred_삼성물산_028260.csv,삼성물산,028260,h1,226000.01,224450.0,237090.0,219840.0,2.74,1,BUY,0.483,1,2025-11-03T15:20:00+09:00,10270.834,6162.5,11099.821,6162.5,0.55,1.8,0.85,0.3,0.25,0.85,0.95,0.35,0.5,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,0,,,,,,2.1395312481547695,42.857142857142854,-2044.2552809105398,4273.958425327787,43.0,,,,,
pred_삼성중공업_010140.csv,삼성중공업,010140,h1,29550.0,29310.0,31230.0,28620.0,2.78,1,BUY,0.622,1,2025-11-03T15:20:00+09:00,1558.334,935.0,966.956,935.0,0.1,1.7,0.95,0.1,0.0,0.95,0.75,0.45,0.5,,MAPE>MAX;DA<MIN,MAPE>MAX,0,,,,,,2.0030339645923307,66.66666666666666,-98.01703608313255,474.9479662540349,43.0,,,,,
pred_엘앤에프_066970.csv,엘앤에프,066970,h1,122100.0,120180.0,135860.0,114460.0,2.74,1,BUY,0.46,1,2025-11-03T15:20:00+09:00,12741.67,7645.002,7645.002,7645.002,1.05,1.3,1.8,0.3,0.75,0.35,0.95,0.85,0.95,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,4.42411070525955,47.61904761904761,-892.981960896755,4158.225748095376,43.0,,,,,
pred_포스코DX_022100.csv,포스코DX,022100,h1,26300.0,26050.0,28080.0,25320.0,2.78,1,BUY,0.348,1,2025-11-03T15:20:00+09:00,1650.0,990.0,990.0,990.0,0.95,1.55,1.85,0.0,0.95,0.6,0.95,0.9,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,2.675910320550701,40.476190476190474,-589.2140402319342,642.9311373868175,43.0,,,,,
pred_하이브_352820.csv,하이브,352820,h1,341000.02,339150.0,354250.0,333640.0,2.74,1,BUY,0.602,1,2025-11-03T15:20:00+09:00,12270.82,7362.492,7362.492,19891.543,0.1,1.75,1.15,0.1,0.0,1.0,0.75,0.4,0.75,,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN,0,,,,,,1.668827601997196,61.904761904761905,-1619.9957513531974,4851.103514432902,43.0,,,,,
pred_한온시스템_018880.csv,한온시스템,018880,h1,4365.0,4320.0,4670.0,4200.0,2.92,1,BUY,0.602,1,2025-11-03T15:20:00+09:00,286.833,172.1,172.1,172.1,0.1,1.3,1.8,0.1,0.0,0.55,0.75,0.85,0.95,,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,1.9136765010623562,59.523809523809526,-17.175448918065445,68.75079775272418,43.0,,,,,
pred_한화오션_042660.csv,한화오션,042660,h3,137600.0,136170.0,133330.0,140350.0,,1,BUY,0.329,3,2025-11-04T15:20:00+09:00,9499.996,5699.997,8628.278,5699.997,1.95,1.4,1.0,1.0,0.95,0.45,0.95,0.05,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,1,,,,,,,,,,,4.276695642987639,48.78048780487805,-3442.2725202106835,5224.231803853338,41.0
pred_현대건설_000720.csv,현대건설,000720,h3,70299.99,69480.0,70140.0,67060.0,0.27,1,BUY,0.379,3,2025-11-04T15:20:00+09:00,4608.335,3249.54,5597.824,5224.641,1.35,1.3,1.0,0.4,0.95,0.6,0.7,0.5,0.5,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX,0,,,,,,,,,,,5.362300779635824,58.536585365853654,1556.4735694629387,3249.540071371125,41.0
pred_후성_093370.csv,후성,093370,h1,8900.0,8770.0,9790.0,8410.0,2.83,1,BUY,0.537,1,2025-11-03T15:20:00+09:00,829.167,497.5,497.5,497.5,0.5,1.7,1.25,0.0,0.5,0.75,0.95,0.75,0.5,MAPE>MAX,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,0,,,,,,3.0735518521196603,59.523809523809526,-65.18076584782712,224.876744317454,43.0,,,,,
