source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,Score_1w,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count,risk_cap_used
pred_세아베스틸지주_001430.csv,세아베스틸지주,001430,h1,34450.0,34140.0,36610.0,33250.0,2.78,180.0,0,BUY,0.31,1,2025-12-12T15:20:00+09:00,1712.5,1202.453,1027.5,1124.572,1.05,1.95,1.15,0.1,0.95,1.0,0.95,0.4,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,4.169009632629116,54.761904761904766,-1194.6331962596541,1202.452681785406,43.0,,,,,,,,,,,0.1
pred_LG이노텍_011070.csv,LG이노텍,011070,h3,294499.97,291750.0,293230.0,292040.0,,180.0,0,BUY,0.471,3,2025-12-15T15:20:00+09:00,11499.994,10962.18,11278.494,11607.477,1.275,1.875,1.0,0.325,0.95,0.925,0.95,0.25,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,1,,,,,,4.499245827424431,53.65853658536586,-2228.0168613282653,10962.179552491107,41.0,,,,,,0.1
pred_HD현대인프라코어_042670.csv,HD현대인프라코어,042670,h2,16430.0,16300.0,17330.0,15930.0,2.78,170.0,12,BUY,0.52,2,2025-12-15T15:20:00+09:00,532.5,503.155,1250.174,563.582,1.95,0.9,1.05,1.0,0.95,0.15,0.75,0.35,0.7,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX;|Bias|>r*MAE,0,,,,,,,,,,,3.3160307304465078,52.38095238095239,-106.32985946677971,503.15526885645767,42.0,0.1
pred_현대차_005380.csv,현대차,005380,h1,295500.0,293730.0,308180.0,288460.0,2.74,160.0,1,BUY,0.562,1,2025-12-12T15:20:00+09:00,11749.992,7049.995,7049.995,9019.266,0.25,1.8,1.4,0.0,0.25,0.85,0.95,0.65,0.75,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,2.4477324436542442,52.38095238095239,1474.6865955896162,6668.331194062567,43.0,,,,,,,,,,,0.1
pred_현대모비스_012330.csv,현대모비스,012330,h1,360500.0,358250.0,376650.0,351530.0,2.74,160.0,0,BUY,0.377,1,2025-12-12T15:20:00+09:00,14958.334,8975.0,8975.0,8975.0,0.7,1.0,1.95,0.25,0.45,0.25,0.75,1.0,0.95,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.347659589768951,45.23809523809524,-6591.064805901327,7373.457372881646,43.0,,,,,,,,,,,0.1
pred_두산로보틱스_454910.csv,두산로보틱스,454910,h3,83500.0,82490.0,82130.0,81920.0,-0.63,160.0,0,BUY,0.465,3,2025-12-15T15:20:00+09:00,4116.664,4005.521,4532.673,3094.897,1.45,1.25,1.0,0.5,0.95,0.5,0.75,0.5,0.5,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,MAPE>MAX,1,,,,,,5.075660197763931,56.09756097560976,-426.247001566538,4005.521006700469,41.0,,,,,,0.1
pred_GS건설_006360.csv,GS건설,006360,h2,19630.0,19540.0,20250.0,19290.0,2.84,155.0,10,BUY,0.669,2,2025-12-15T15:20:00+09:00,579.167,347.5,347.5,347.5,1.45,0.0,0.5,1.0,0.45,0.0,0.0,0.5,0.0,DA<MIN;|Bias|>r*MAE,,,0,,,,,,,,,,,1.6510509064325078,73.80952380952381,-2.2423025965686283,313.9041643341375,42.0,0.1
pred_HL만도_204320.csv,HL만도,204320,h1,52200.0,51560.0,56740.0,49680.0,2.76,155.0,0,BUY,0.365,1,2025-12-12T15:20:00+09:00,4204.166,2522.5,2522.5,2522.5,1.175,1.875,1.3,0.225,0.95,0.925,0.95,0.35,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,3.2200408401467326,38.095238095238095,-876.3658784156619,1414.5768706188646,43.0,,,,,,,,,,,0.1
pred_현대건설_000720.csv,현대건설,000720,h1,73600.0,72890.0,78680.0,70780.0,2.74,155.0,0,BUY,0.348,1,2025-12-12T15:20:00+09:00,4241.667,2824.793,2708.204,2545.0,1.25,1.3,1.3,0.3,0.95,0.6,0.7,0.6,0.7,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,0,4.392872789470353,52.38095238095239,1742.1391743753632,2824.7934773378997,43.0,,,,,,,,,,,0.1
pred_씨에스윈드_112610.csv,씨에스윈드,112610,h3,45150.0,44760.0,44060.0,46320.0,,155.0,0,BUY,0.476,3,2025-12-15T15:20:00+09:00,1295.834,1536.967,1391.663,1670.525,1.35,1.65,1.15,0.4,0.95,0.7,0.95,0.4,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,1,,,,,,3.600309045614419,51.21951219512195,529.1456029909413,1536.9673052212102,41.0,,,,,,0.1
